"comid","do_stream_mg_l","doc_stream_mg_l","no3_stream_mg_l"
23104252,10.9046487,0.781818182,0.244112575189072
23104254,9.296832987,3.689855013,1.83675791001539
23104256,9.513421939,2.695113583,1.88213910288848
23104258,8.654759814,3.657188662,2.89376810580493
23104260,9.737594477,0.781818182,1.77749980011417
23104262,9.995676148,0.781818182,0.280875515777774
23104264,9.512765086,2.99178798,1.93409682772136
23104266,9.193702968,0.781818182,0.325041085454682
23104268,9.742542796,3.696268856,2.97926326186984
23104270,9.646737509,3.555686182,2.10792290442403
23104272,9.34752315,3.858952555,1.94110913629521
23104274,9.710447675,2.266730357,2.50707120403973
23104276,9.313505023,4.415698296,1.60648344688516
23104278,9.619367875,2.864495151,1.75873649095627
23104280,9.106944185,3.386728604,2.83616826348142
23104282,10.0684178,3.598013705,2.3843368211481
23104284,9.343259912,3.862156311,1.93012917260997
23104286,7.990860614,3.960218268,1.64091691049583
23104288,9.586385123,2.686692612,2.65074977404965
23104290,9.343259912,3.394933156,1.92439813315289
23104292,9.961817565,0.781818182,0.767348817460728
23104294,10.22237327,0.781818182,1.35404555439654
23104296,9.589381101,3.514589417,1.79571957474805
23104298,9.994972272,0.781818182,0.844744867011856
23104300,8.494721578,2.507650377,2.53252029316409
23104302,9.927680583,3.458507833,2.42738530445306
23104304,9.242852734,3.949651149,1.95075163405902
23104306,9.623776961,3.483846857,1.80268569880624
23104310,9.555330518,3.151385192,1.80175378443629
23104312,9.572686882,3.532903834,1.80041414150002
23104316,8.995757768,0.781818182,1.78514216537266
23104318,9.487846552,0.781818182,1.35960197402831
23104320,8.829895901,3.501396365,4.77167840369572
23104322,9.915829434,0.781818182,0.807637550086294
23104324,9.789996533,3.400878959,2.41639416138332
23104328,8.929230927,0.781818182,1.12305676469752
23104330,9.751973874,0.781818182,0.287592378872328
23104332,10.66335702,0.781818182,0.27421572135829
23104334,9.944375328,0.781818182,1.0356158145939
23104340,9.217713658,2.995905781,2.04641414455921
23104342,9.078606414,4.008608252,1.68830225226619
23104346,9.783004167,0.781818182,0.338563052513454
23104348,9.775173463,3.544667434,2.61776434780715
23104350,9.704199781,2.261534089,2.44903439147796
23104352,9.755237568,3.440971274,2.37881992442315
23104354,10.18479847,0.781818182,0.69980407023676
23104356,9.350575353,3.561710376,1.80497684891333
23104358,9.348418725,2.987734524,1.78368094316836
23104360,9.864767487,0.781818182,1.19893613346875
23104364,9.81331072,2.999221862,2.39652491114154
23104366,9.126809423,0.781818182,0.61099472052573
23104368,9.813345857,3.541894964,2.39656001357226
23104370,9.936708485,0.781818182,0.550059325228012
23104374,9.798468326,1.699183025,1.51874861840697
23104376,9.814602061,0.781818182,1.37129824428641
23104380,8.89675927,4.417800628,1.75579593294928
23104382,8.581303915,3.906485079,1.59278908134126
23104384,10.13272293,0.781818182,0.848117887710374
23104386,10.11150736,0.781818182,0.914658819780304
23104390,9.958889426,0.781818182,0.463274244628532
23104392,7.868382353,3.278753052,1.45892903851635
23104396,7.868382353,3.740952016,0.98968460505153
23104400,7.868382353,3.227016703,1.47065836941174
23104402,9.747660182,2.412310256,1.51118608193236
23104404,7.942436074,3.915388819,1.85267696251282
23104408,10.20945644,0.781818182,0.684706754600928
23104410,9.301823024,3.5653881,1.82906332326216
23104412,8.807957561,4.017121993,1.70279357247885
23104414,8.79460692,4.393989849,1.70260650097361
23104416,9.946046584,0.781818182,0.972187797351924
23104418,8.776384344,3.863453693,1.70155460961788
23104420,10.08299144,2.926309142,1.8281221033139
23104422,9.365676471,4.023720908,2.03007631101617
23104426,10.44230598,0.781818182,0.552332450803222
23104430,8.713500296,3.749970903,1.69607806717027
23104434,8.709028994,3.710467358,1.69043426789451
23104438,8.690747544,3.699477109,1.68975790236701
23104440,9.790463204,1.375970004,1.40974321358261
23104444,9.23827299,3.436436105,1.78999292907208
23104450,9.668505647,1.925494632,1.32768093705955
23104454,10.46840597,1.210338098,3.06778053699008
23104456,8.676934146,3.741047643,1.6856475483324
23104458,8.044721053,4.335211102,1.83326486143595
23104462,9.057949063,3.911518133,1.99370328527758
23104464,9.880213595,0.781818182,0.672429413984812
23104466,9.625199388,0.781818182,1.46679534565176
23104468,9.144066058,3.925648943,2.01677964262234
23104470,9.614632139,2.303714674,1.46593872341227
23104472,9.6342418,2.013179311,1.32607580459432
23104474,10.00052785,0.781818182,0.461530988480668
23104476,9.603556606,2.595653423,2.09752971700795
23104478,9.150218294,2.044415174,3.25317257167487
23104480,7.868382353,4.010118047,0.593411019929318
23104484,9.113541598,2.344769505,3.91337546783662
23104486,9.959533099,2.376262391,1.3291863632765
23104490,10.01228979,0.781818182,0.488617640090104
23104492,9.415807548,0.781818182,0.33689135186106
23104494,10.27845284,0.781818182,0.787339949098082
23104496,9.986029113,0.781818182,0.397754114133274
23104500,9.162289885,3.856251609,2.02056773367803
23104502,9.939557224,0.781818182,0.30708066058246
23104508,9.974976778,0.781818182,0.352464279041606
23104510,9.16806123,4.285132774,2.02186888142348
23104514,8.31976073,3.774366492,1.86422956742208
23104518,9.271610004,2.016873532,1.36724251396406
23104520,10.68467825,0.781818182,3.11548137143779
23104528,9.876173683,0.781818182,0.66851020755771
23104530,10.05657993,0.813933796,1.97732978072523
23104536,9.722451042,0.781818182,0.317549345206482
23104540,8.217588978,0.781818182,0.82706087246131
23104544,8.864555291,4.142687369,1.78594069720875
23104546,8.864555291,3.859604166,1.78584102281152
23104550,9.844693568,2.402260275,1.2110550801637
23104554,9.662538418,0.781818182,2.07578332196052
23104556,9.86267228,0.781818182,0.760072286663636
23104558,8.98880307,0.781818182,0.352278800254984
23104564,9.366169562,1.91912518,1.82784540005454
23104570,9.626763487,2.803866658,2.08863464819756
23104572,10.07357444,0.781818182,0.445985486048672
23104574,9.894074773,2.519313927,1.53085694523136
23104576,8.72774561,2.002741813,2.99595180960893
23104578,9.646937144,2.986223795,2.09599002147721
23104580,8.968668902,1.495171659,2.2809091981111
23104584,9.127098115,3.848187819,2.03470925123333
23104586,9.831964047,0.781818182,0.223810006186142
23104590,9.441237232,1.991649623,1.540646390166
23104594,9.924678227,0.781818182,0.489706340527106
23104600,9.959978293,0.781818182,0.307293859093246
23104602,9.989132706,0.781818182,0.463893194196446
23104604,9.19459196,2.626314558,4.50447330954197
23104606,9.968165625,0.781818182,0.221142427028342
23104612,9.929509054,0.781818182,0.77933318442167
23104614,10.02299978,0.781818182,0.22057645963798
23104616,9.844658991,0.781818182,0.277495269632048
23104618,9.232913802,3.604473441,5.8660966972314
23104626,9.872148653,0.781818182,0.397608745044548
23104628,10.60957955,0.781818182,0.57664046630836
23104640,8.993499998,2.627305514,1.786859784256
23104644,9.076306391,2.577793555,1.62124916527286
23104650,9.218343837,0.781818182,1.18419722426448
23104652,10.36214307,0.781818182,0.842041231804688
23104654,9.870840773,0.781818182,0.441122229420966
23104660,9.790201323,0.781818182,0.768001732219006
23104662,8.396739029,0.992470092,0.235141910790086
23104664,9.065705117,2.060290242,1.62575203305326
23104670,9.974064678,2.99145061,2.16029114724304
23104672,9.035427447,0.781818182,0.411419059622758
23104674,9.106474865,1.837816834,1.8285032360905
23104676,10.29611604,0.781818182,0.732103739217614
23104678,9.601062474,0.781818182,0.569377057560086
23104684,10.13587571,0.781818182,0.84595059684071
23104686,8.520955648,3.803874797,1.92374681518818
23104688,9.764776757,0.781818182,1.5686408614528
23104692,9.166346024,0.781818182,1.00265001566451
23104694,10.28469563,0.781818182,0.796273396007208
23104696,9.561075333,3.266804559,2.7044023059303
23104698,10.02892746,0.781818182,1.22320037349503
23104700,9.719402489,0.781818182,0.296728556608138
23104706,9.992315494,2.974815272,2.16435163093898
23104708,9.889371889,0.781818182,0.381562461256918
23104712,10.0953593,0.781818182,0.297125266625274
23104718,10.02368121,0.781818182,0.783803327456092
23104720,10.29477972,0.781818182,0.823820455235032
23104724,9.831320761,0.781818182,1.14347250237961
23104728,9.612997282,3.063987051,1.35022202086072
23104730,10.06473274,3.211464914,1.45815554750692
23104734,10.49307804,0.781818182,0.600123232355346
23104736,10.15951369,0.781818182,0.303642844045318
23104738,10.40681776,0.781818182,0.668515387885014
23104740,9.675518336,0.781818182,0.401135227326012
23104742,9.925924637,0.781818182,0.646984037877422
23104744,8.842428129,3.492252952,1.90141397236149
23104746,10.00098065,2.862998125,2.16317278023279
23104748,9.410624808,1.898620386,5.95640987012866
23104752,9.830741083,3.065984672,1.43478593891223
23104754,10.29607884,0.781818182,0.828860048151728
23104756,9.561774372,3.199830214,3.15834647812516
23104760,10.06403544,0.781818182,0.49037502512912
23104762,9.739871015,0.781818182,1.04883901293669
23104764,10.19331261,3.297755817,1.67562647294445
23104766,9.403345056,3.361420091,4.00950588949613
23104768,10.1568507,0.781818182,0.529404692808752
23104770,10.28232046,0.781818182,0.522254434028192
23104774,9.491050877,0.781818182,0.242114448551194
23104776,10.08610506,2.03041998,4.16406771393517
23104782,10.27975388,0.781818182,0.52035100753568
23104784,10.25232844,0.781818182,1.84460069028835
23104786,10.62125514,2.932764873,1.69117347245877
23104788,9.570509277,0.781818182,0.948303623632746
23104790,10.16920839,0.781818182,1.98648420170898
23104792,10.18592201,0.781818182,0.34904976932026
23104794,10.00278977,0.781818182,0.285234066718228
23104796,9.476357857,0.781818182,0.406512446486352
23104800,9.983665027,2.921598504,1.70589680633523
23104804,10.281141,0.781818182,0.842094947304756
23104806,9.901235091,0.781818182,0.993243236265278
23104808,9.63698314,0.98898236,0.224833980141628
23104810,10.00354218,2.949898062,1.69860346209446
23104812,9.824220343,2.634692583,1.87233460413492
23104814,9.506484401,2.122876615,1.79673058058758
23104818,9.975369895,2.894783379,1.67273658712414
23104820,9.481700712,0.781818182,0.952050880899006
23104822,9.665164404,0.781818182,0.566727358648096
23104824,9.951645143,0.781818182,0.269182979243992
23104828,8.187119945,2.05180649,2.62174798457589
23104830,9.820353484,0.81052049,1.7469188441791
23104832,10.19000729,0.781818182,0.902343154122812
23104834,10.03533754,0.781818182,0.472500673592194
23104836,10.08495924,1.434133014,5.72827922705684
23104840,9.760914553,0.796294757,1.77147399985054
23104848,9.954343689,0.781818182,0.490689118106842
23104850,9.837251485,0.781818182,0.447853310888984
23104852,10.11800132,0.781818182,0.193528226460846
23104854,9.499708754,3.0112661,1.7317053850762
23104858,10.03985804,1.733168783,1.87025403867379
23104864,9.503497593,0.781818182,0.226894545723888
23104866,10.26253043,0.781818182,0.85535765899074
23104868,10.36870613,0.781818182,0.469424161266498
23104874,9.630348529,0.781818182,1.39618102863218
23104876,9.907885082,0.781818182,0.398657987441086
23104878,9.661490155,0.781818182,0.725348387668354
23104880,10.03289676,0.781818182,2.29907648463287
23104886,10.40431685,0.781818182,0.514728882023518
23104888,9.857399586,0.781818182,0.969976471953774
23104890,8.680200623,0.781818182,1.01932476558036
23104892,10.39064223,0.884452465,0.229867697413538
23104894,10.60144526,1.417150397,0.560180891830358
23104896,9.807052143,0.781818182,1.45397784273072
23104904,10.02957421,0.781818182,1.82238801738328
23104910,9.713750319,2.525711527,2.06674978168401
23104912,10.26858449,0.781818182,0.8638162223553
23104914,10.2873601,0.781818182,0.870248574442962
23104916,10.07541427,0.781818182,0.405250840442346
23104918,10.68195278,0.781818182,0.534992122386056
23104920,10.30023706,0.781818182,0.870163983719802
23104924,9.887502948,0.781818182,1.00804673889187
23104926,10.1212541,0.790531737,1.74198202710326
23104928,9.621750007,2.150673259,1.81286244331242
23104930,10.00561509,0.781818182,1.4958189251496
23104932,10.10850452,0.781818182,0.23174715911251
23104934,10.29903348,0.781818182,0.813670434005928
23104938,10.28606514,0.781818182,0.528796372092896
23104940,10.59364459,0.781818182,0.213317183292648
23104946,10.16701275,0.781818182,0.621315983290218
23104948,10.22128746,0.781818182,0.92587299618211
23104950,9.796395866,2.575634216,2.18395880362233
23104952,10.20028564,2.207482071,4.01259852169442
23104954,10.13467378,0.781818182,0.56793172462015
23104956,9.329434086,2.401302418,8.3162
23104958,9.799829604,0.781818182,0.963266215581148
23104960,9.755391306,1.961321778,4.6837235408735
23104962,10.19488862,0.781818182,0.453079239244064
23104964,10.54584245,1.829300304,4.90712967696063
23104968,9.803604737,1.907276974,7.07370661574063
23104970,9.896067466,0.781818182,0.542031286547732
23104972,9.487362593,3.633725931,3.07647886463368
23104976,9.598912695,0.781818182,0.330936668995478
23104978,10.09472345,0.781818182,2.83269639410116
23104980,9.31698496,0.920532519,1.70109044091488
23104982,10.00993289,0.781818182,1.50261791254872
23104984,9.740843392,2.586669223,2.23418098342064
23104986,8.460773231,0.781818182,1.08036668823992
23104988,10.65057011,0.781818182,0.209122054164718
23104990,10.52207402,2.00496448,5.05147284515821
23104992,10.43960581,0.781818182,0.517554154545796
23104994,10.32695781,1.338097097,6.24456053272152
23104998,10.45756699,0.781818182,0.511818637646634
23105000,9.042290106,0.781818182,0.472781925064496
23105002,9.510281527,1.820294033,6.03490393334601
23105004,10.02405834,0.781818182,0.478594941047268
23105006,10.02399188,0.781818182,1.63192360357911
23105008,10.12952455,0.781818182,0.47796283591625
23105010,10.33996402,0.781818182,2.16879269438421
23105016,10.27662026,0.781818182,0.577315479205926
23105018,9.800878265,0.781818182,1.05297226487955
23105020,9.928932547,2.841870717,3.86683314607954
23105024,10.3905959,0.781818182,0.50684604511002
23105028,10.39953715,1.591895508,3.70683054226254
23105034,10.30369667,0.781818182,0.815950560740432
23105036,9.772889678,0.781818182,0.42967907975808
23105038,10.18250669,0.781818182,0.643217572933508
23105040,10.10905424,3.073573498,3.06266517999858
23105042,9.099533242,0.781818182,0.435058840931274
23105044,10.06340459,0.781818182,1.57219495925644
23105048,9.511461791,0.781818182,0.549108671881446
23105050,9.96809007,0.781818182,0.583422252645722
23105056,10.20388868,0.781818182,0.502569912950772
23105058,9.926137696,0.781818182,1.18859444869509
23105060,10.35221244,0.918659399,1.61760724390647
23105066,9.655641104,0.781818182,0.218897198728166
23105068,10.64841012,0.781818182,3.35426745046518
23105070,10.31495503,0.781818182,0.6616859417381
23105072,9.645897208,0.781818182,0.28893642739871
23105074,10.09750924,0.781818182,2.60150058200044
23105076,9.850963533,0.781818182,0.55080621554115
23105078,9.572594688,0.781818182,1.87978940556912
23105080,9.975928289,3.335276966,2.35075171097925
23105082,10.0578176,0.781818182,0.63956576160943
23105084,10.09558932,1.012789753,0.16580439218132
23105086,10.15369225,3.277169176,3.16262490056589
23105088,10.0445598,0.781818182,1.62409861714664
23105090,9.820279422,0.781818182,0.414318086111138
23105092,9.912472117,3.598366594,2.25570077524082
23105094,10.30541845,0.781818182,0.537619116325644
23105096,10.19187365,0.781818182,0.422263146080466
23105100,10.29727841,0.781818182,0.83833970831606
23105102,9.323672949,0.781818182,0.446829037966108
23105104,8.309825661,1.315867225,0.104523447214084
23105106,10.67797426,0.781818182,0.523296401995104
23105108,10.48195224,0.781818182,0.49537105130358
23105110,9.533734302,0.781818182,1.34900210276305
23105112,9.800491288,0.781818182,0.452261837201718
23105114,9.716714946,0.781818182,1.36155107517028
23105116,9.51559514,0.781818182,0.872344816523222
23105118,10.52321926,0.926420877,0.199403159047478
23105120,10.36698102,0.781818182,0.49475582215406
23105122,10.35845045,0.781818182,0.846280654427572
23105124,11.35088004,0.781818182,0.20855105896616
23105126,10.82333545,1.027340358,3.82773947210132
23105128,9.525510968,0.781818182,0.326941955879962
23105134,7.98387057,0.781818182,0.265350511115538
23105136,10.41695825,3.350731994,4.99058761376103
23105138,9.838245271,0.781818182,2.39354358803694
23105140,10.15053887,0.781818182,0.653962992667936
23105142,10.31310477,0.781818182,0.77167935478251
23105144,9.893787865,3.023900195,1.2009175956061
23105146,9.256852197,0.781818182,0.345062058361982
23105150,10.58898681,1.011972663,4.42519298761965
23105152,9.928846721,2.881324087,3.8786574567941
23105154,9.790553249,3.300981673,4.40224049375358
23105156,10.61282033,0.781818182,0.404691280018788
23105158,9.971004036,0.781818182,0.48582243329201
23105160,9.792494095,3.800949951,2.69148931681667
23105162,10.32419386,0.781818182,0.990911472664896
23105164,10.20074172,0.781818182,0.491842288720076
23105166,9.783803531,3.294233447,5.29739144692326
23105168,10.39657734,0.781818182,1.75078431864005
23105170,10.36604467,0.781818182,1.71323049653713
23105172,10.19684451,0.781818182,0.675596191010604
23105174,10.42622307,0.781818182,0.57911008622555
23105176,10.00172119,3.182693968,3.16808779696092
23105178,10.17680246,0.781818182,1.66504997743627
23105180,9.816831762,3.89656615,2.49543851562138
23105182,9.039509469,0.781818182,1.31587082700495
23105184,10.45610599,0.781818182,0.955619450138078
23105186,9.900195538,0.781818182,0.43068001509522
23105188,10.8273926,1.289417456,4.40606568653762
23105190,9.725685678,0.781818182,1.48431111428737
23105192,9.183768364,0.781818182,0.874467818056032
23105194,10.28220658,0.781818182,2.05248259304079
23105196,10.12220487,0.781818182,0.999068826508774
23105198,10.53775074,0.781818182,0.410197531009792
23105200,10.15749382,3.303155732,3.5320395779559
23105202,9.667231816,2.780465365,3.63919912393482
23105204,10.13262008,0.853893026,0.276248543348892
23105206,9.675960221,0.781818182,1.3483153173696
23105208,9.860780133,3.845298573,1.35946483747862
23105210,10.52342637,0.781818182,0.417396989926468
23105212,10.11323996,3.198277886,3.64160370459821
23105214,10.08213091,3.26553242,3.6992453096307
23105216,10.00224848,2.858712331,5.17988806501923
23105218,10.12663865,0.781818182,0.233465249191744
23105220,10.16454418,0.781818182,0.697570614016656
23105222,10.63646809,0.781818182,0.550016075831968
23105224,10.18129321,0.781818182,0.66707973633247
23105226,10.1252129,0.781818182,0.602304840311768
23105228,10.18833765,0.781818182,0.874322634418566
23105230,9.902938441,0.781818182,0.991393928275886
23105232,10.17520811,3.49089292,2.73980988962386
23105234,10.50592136,0.781818182,1.70513158362448
23105236,10.46678471,0.781818182,0.969597597857102
23105238,9.968282015,3.568213611,3.74350136338906
23105240,9.920282313,3.15820473,3.09489314978003
23105242,10.47164164,0.781818182,0.97260844347171
23105244,10.42280382,0.781818182,1.00035097947128
23105246,10.17770428,3.557324783,3.53275377961537
23105248,10.38669739,0.781818182,0.52176118889616
23105250,10.66742059,0.781818182,0.390250678314042
23105252,9.651215771,0.781818182,0.318585041261678
23105254,9.817954948,0.781818182,1.67206140299601
23105256,9.862918149,0.781818182,1.67322579507372
23105258,8.607468174,0.781818182,0.373883249910062
23105260,10.25710952,0.781818182,0.28387016135162
23105262,10.41585258,0.781818182,0.485242427490752
23105264,10.09837559,0.781818182,2.05461765688905
23105266,9.288005458,0.781818182,2.25794520177615
23105268,10.0998949,0.781818182,1.71434609114912
23105270,9.864402593,0.781818182,0.720309384370238
23105272,9.877205682,3.868462569,3.56829164281908
23105274,10.36233451,0.970298057,0.215000440386048
23105276,10.32458266,0.781818182,0.553878228636322
23105278,9.704967906,3.4763024,4.24630068245912
23105280,11.24035922,2.15579873,0.096296178328348
23105282,9.982744983,3.765186759,3.95847431798565
23105284,9.698637566,3.032327346,3.66872518619965
23105286,10.59267427,0.781818182,0.267737689215648
23105288,10.10761845,3.750218958,3.47953089539255
23105290,10.43034101,0.781818182,2.16800506516949
23105292,10.58883148,0.781818182,0.501312019757418
23105294,10.11067702,0.781818182,1.70109923463109
23105296,9.895804432,0.781818182,1.50241045703933
23105298,10.42265843,0.781818182,1.7638108444247
23105300,10.14617204,0.781818182,0.541989761848406
23105302,10.03464114,0.781818182,0.301497212718554
23105304,10.50837204,0.781818182,3.2667279276945
23105306,9.577709199,0.781818182,1.40673671426361
23105308,10.15256555,3.28390516,2.70573359258249
23105310,9.864109245,3.338159542,3.34744142369022
23105312,9.613861343,2.681847002,3.11790128750663
23105314,10.15252791,0.781818182,0.296648767658858
23105316,8.626724222,0.781818182,0.375529517460644
23105318,10.55340242,1.742619005,0.143733393809964
23105320,10.82659664,0.781818182,0.2712805522489
23105322,10.77380844,1.018169059,0.195920827056004
23105324,10.3377475,0.916660719,0.216581487057024
23105326,9.80332182,2.15579873,0.175380973914362
23105328,10.66451808,0.781818182,1.03278439831255
23105330,10.47810603,0.781818182,0.943177181396132
23105332,11.24991748,1.724461962,0.151664053946344
23105334,10.6522331,1.220298154,0.235706789423544
23105336,10.13569045,0.781818182,0.55530506268833
23105338,10.75388422,0.999795971,0.189228322859708
23105340,10.40996884,0.881914819,0.212085070069808
23105342,10.59027312,0.781818182,0.816013432543024
23105344,10.06028192,0.781818182,0.857572993296262
23105346,10.22694795,0.781818182,0.828227043124708
23105348,10.37516929,0.781818182,0.329102027456406
23105350,10.42299764,0.847210403,0.19802904928766
23105352,10.87587839,0.901192659,0.191795231090028
23105354,10.7271203,0.833018758,0.199645282133484
23105356,9.987330358,1.29278572,0.18060178647585
23105358,10.84638215,1.290976145,0.20580199185942
23105360,10.26098635,1.00094004,0.217645164879846
23105362,8.933290699,1.221613966,0.194269601386982
23105364,10.52694719,1.167643135,0.163275817225414
23105366,10.71966524,1.016605038,0.223632610995406
23105368,10.68936907,1.008340755,0.195997781511676
23105370,10.91706027,0.781818182,0.212186487126752
23105372,10.07082188,1.350526243,0.190158708712092
23105374,10.63948771,1.483021219,0.152324857950914
23105376,10.68415475,1.349842347,0.158801876016128
23105378,10.14110246,0.781818182,0.374104090592838
23105382,8.676934146,4.291945641,1.68562078721661
23105384,10.05657993,0.827238182,1.97726876617959
23105386,9.798468326,2.249291121,1.51799654851499
23105388,9.813345857,2.960177878,2.39657255323759
23105390,9.747660182,2.504005818,1.51082249068275
23105392,10.46354505,1.181667944,3.06570874861276
23105394,9.818586042,0.781818182,1.34411808815168
23105396,9.887419772,0.781818182,0.987195792758494
23105398,10.30849178,0.781818182,1.03121053450983
23105400,9.098182707,2.197795051,4.69094150300253
23105402,7.868382353,3.284496565,1.47107442365853
23105404,9.590929287,0.781818182,1.08397730925908
23105406,9.791539023,0.781818182,0.989757204396424
23105408,10.22765349,0.781818182,0.88898903999741
23105410,9.885128662,0.781818182,0.53651924257497
23105412,10.13715503,0.781818182,0.213007014563382
23105414,8.543840561,3.565023659,2.41429432578988
23105416,9.860241057,1.720286486,1.6791500025591
23105418,7.868382353,1.728361261,0.855766483632226
23105420,10.04466536,0.781818182,2.16580956957487
23105422,7.868382353,3.74866659,0.748732947376892
23105424,8.146450815,3.904320985,1.50575421743763
23105426,8.147585641,4.314028019,1.4953159138881
23105428,8.842627953,4.00783772,1.90137615086602
23105430,8.521051669,4.242390559,1.92372382563541
23105432,8.993499998,3.080367353,1.78685742869235
23105434,7.868382353,4.010511559,0.586501358378388
23105436,9.366191103,1.841299466,1.82783926951823
23105438,7.868382353,4.234176285,0.989692858963192
23105440,7.868382353,3.864067011,1.00888881576491
23105442,7.868382353,3.530741076,0.506457680066936
23105444,7.868382353,4.39777074,8.3162
23105446,9.127212467,4.281003748,2.03468146689229
23105450,10.28324242,2.66155328,2.28764357096475
23105452,10.28322264,2.155499178,2.25694185573896
23105454,10.28856243,2.060279607,0.465426001585054
23105456,9.845044685,2.823303945,2.12193610658929
23105458,7.868382353,2.119789337,0.91323851494324
23105460,7.868382353,3.859366579,3.20888264611707
23105462,7.868382353,3.763011395,0.967747074787728
23105464,7.868382353,4.346627644,8.3162
23105466,9.626270293,4.416937676,3.18461004747817
23105468,9.325266946,4.267573694,2.41488591148382
23105470,9.681468817,2.481623172,1.84749776205392
23105472,8.712865229,3.686516638,2.90038434104992
23105474,9.05145319,3.407276664,4.91280052841919
23105476,9.732086672,3.829257424,2.99141347165545
23105478,9.57702151,3.518781438,2.21608837812127
23105480,9.319777062,2.903465993,2.01588680557723
23105482,9.508170651,3.448637379,1.92935156491522
23105484,10.09761394,2.894998024,2.42825728970778
23105486,10.22409408,2.44649613,3.05061465957937
23105488,8.76930668,4.40154451,2.12231197770614
23105490,9.568319973,3.535654987,1.80101589640965
23105492,9.457534223,4.330526012,1.2792398166921
23105494,9.900398665,3.052903168,1.47818892618874
23105496,9.969356374,3.395169972,2.16032658398499
23105498,9.969305521,2.901982299,2.16033218835533
23105500,9.847698163,2.020275731,1.15177540460949
23105502,10.41739898,0.8335523,1.03586080943009
23105504,8.444702966,0.793018073,1.8378983632461
23105506,8.354409488,0.841542777,1.75258166593074
23105508,8.338275432,0.828163593,1.77864526793032
23105510,9.37392189,1.922698222,1.27543381312374
23105524,9.765138395,2.692774137,1.32733680530213
23105530,10.17731414,1.835651393,1.49876596945994
23105532,9.198769245,4.394603639,1.51425037751077
23105534,9.921179651,3.558116603,1.51230187571734
23105682,9.788670778,3.103237427,2.66260990945689
23105708,7.868382353,2.116861744,0.870150052255238
23105948,8.925153412,4.00369779,2.2123834997944
23105950,9.271326406,3.95261892,1.76560437615966
23105956,8.937925655,3.994614212,2.07966054188971
23105960,9.109316509,3.104172139,1.71506409139927
23105988,9.443015771,2.155645305,1.38371523884913
23105990,9.527609679,2.03952585,1.38630949623374
23105994,9.430238185,2.291578922,1.47152386986003
23105996,9.430249766,2.738120354,1.47155168821432
23106004,9.463031507,2.111461588,1.44026551760446
23106042,9.116478816,3.227679002,1.71545509766747
23106044,9.116528061,3.654106181,1.71554317570594
23106048,9.486594972,1.633797046,1.34135189100353
23106096,10.20108398,1.049898831,1.67738002729226
23106144,8.46742031,4.033020189,1.55026403737781
23106146,8.641019466,3.99576396,1.50563174251486
23106148,8.585068768,3.882674555,1.31968220067629
23106162,9.840701039,2.55286081,3.05629039048511
23106166,9.998112555,2.60497221,2.56191225204685
23106168,9.208757167,3.015872456,1.63513511527426
23106202,9.119932112,3.224267369,1.95737287474163
23106206,9.011846761,3.073718358,1.93062683455899
23106226,9.190218255,3.088829449,1.69332978153685
23106300,7.868382353,3.48303665,2.14016128176345
23106318,8.200744469,3.857685935,1.94467740648373
23106320,8.067960466,3.887736687,1.95745862557469
23106322,8.038056407,3.869847169,2.0170819770754
23106324,8.006053229,4.309104975,2.0149546040489
23106326,8.04694857,3.751057831,2.08887360197974
23106334,8.00090773,3.776582692,2.10379406347681
23106338,8.828572393,3.34632832,3.96373224017588
23106346,8.662486007,3.736872458,2.11724059761186
23106354,8.078603386,3.755868774,2.10822011842642
23106372,7.868382353,3.825551562,1.86892728667914
23106374,7.868382353,3.861014668,2.02803722742594
23106380,7.868382353,3.973102653,2.15226086934274
23106398,9.495856444,3.503643998,5.5598525691946
23106400,8.694403504,3.386869968,5.55981627563456
23106404,9.358014172,2.089252566,1.74262196318401
23106408,9.387452423,1.434070628,1.93338394235002
23106412,7.868382353,3.937309504,2.08624155112526
23106414,7.868382353,3.696364713,3.8421454932169
23106418,9.088072947,1.746452357,1.98302388178413
23106422,9.118518415,1.91216274,1.83797934482162
23106494,7.868382353,3.424431619,1.75009391752917
23106498,8.627927864,4.020834988,1.97749568517294
23106500,7.868382353,3.743660242,1.79896383156387
23106506,7.868382353,3.557863299,1.76099266861485
23106520,8.346378607,4.005044305,2.06540177855504
23106562,10.46522807,1.221669599,1.21584704791331
23106614,10.0248067,2.746136658,2.33752755236485
23106616,10.02454259,2.737180831,2.34730332130859
23106618,10.04962568,2.764952777,2.42028638066031
23106620,10.0365158,2.788438797,2.47833407563508
23106622,9.991961566,2.711654907,2.80386814426149
23106624,9.960227345,2.847952365,2.97146686586768
23106632,10.42552711,1.141560713,1.21586278499122
23106640,9.883034597,2.746953381,3.16390100158017
23106898,10.20945644,0.781818182,0.683240010772472
23106914,9.44665052,2.084695756,1.79054121813397
23106926,9.478316986,1.70481024,1.70991781810265
23106960,9.454976445,1.757826633,2.05045977493982
23106966,9.725007582,1.206651698,2.18922643414445
23107012,9.472804474,1.630851517,1.6972105924012
23107032,7.868382353,3.924721116,2.2674784270005
23107034,7.868382353,3.900745149,2.35024682391568
23107212,9.983900131,2.660152173,2.33728515609167
23107224,9.116495233,3.653813422,1.71549596879664
23107226,9.116528061,3.653813422,1.71554413772396
23107282,10.42552711,1.173816722,1.21726000655194
23107296,9.113761663,1.975221424,1.83790459573902
