"comid","logq_hz_lateral_m_div_s_fill"
24131151,-6.43818333568104
24131155,-6.98046831546874
24131161,-4.72625816378895
24131171,-7.95860731484177
24416452,-9.84009742736816
24422607,-5.31033603498423
24422609,-6.26900339126587
24422611,-6.25333642959595
24422613,-6.25484180450439
24422615,-5.82594019227497
24422617,-6.1505805862031
24422619,-5.34245655711299
24422621,-6.77185639240226
24422623,-5.88585625032812
24422625,-5.35952850123212
24422627,-5.32780974881175
24422629,-6.45321064836874
24422631,-6.00147911716496
24422633,-6.41860818862915
24422635,-5.09320719666247
24422637,-6.0917010307312
24422639,-5.60927679555118
24422641,-6.71680021286011
24422643,-5.63498025718347
24422645,-5.41923463692552
24422647,-6.81079051041769
24422649,-5.68235445677884
24422651,-5.93140649795532
24422653,-6.03928136825562
24422655,-5.22171124480087
24422657,-5.46037197007165
24422659,-5.22794247160547
24422661,-8.62698364257812
24422663,-8.54000568389893
24422665,-8.54439640045166
24422669,-4.75672377509171
24422671,-5.56485667449369
24422685,-5.10908739447229
24422687,-5.50056037079826
24422689,-6.04206514358521
24422691,-5.96553197724496
24422693,-6.58319312817706
24422695,-5.70989857924086
24422697,-5.2844646101353
24422699,-6.59894427422816
24422701,-5.20178455747272
24422703,-5.1311146801959
24422705,-5.20398855209351
24422707,-5.53893688629645
24422709,-5.09593936461319
24422711,-5.30323310431987
24422713,-5.24887492846442
24422715,-5.18802305566305
24422717,-4.7190689654971
24422721,-5.32425212860107
24422723,-5.01299333572388
24422727,-5.35167360305786
24422729,-6.13754034042358
24422731,-5.61108215484309
24422733,-5.0782043144869
24422735,-5.3109310016009
24422737,-4.99034517816129
24422739,-5.2672284075313
24422741,-4.8366239170982
24422743,-5.06063552356658
24422745,-4.60744549055541
24422747,-4.20600367969366
24422749,-5.06710026746357
24422751,-4.47731560647394
24422753,-4.29043047731846
24422755,-4.40587385439606
24422757,-4.30559313029031
24422759,-4.78954951725444
24422761,-8.27572413039921
24422763,-5.04427858475241
24422765,-4.98634555312202
24422767,-5.44475984573364
24422769,-4.81040582738326
24422771,-4.6186466193099
24422773,-4.84634733200073
24422775,-5.19464921951294
24422777,-5.05022954240938
24422779,-5.15919156939079
24422781,-5.08829387483074
24422783,-5.06039589353129
24422785,-4.65060784169101
24422787,-4.3004355430603
24422789,-4.77727052621827
24422791,-5.59816882509105
24422793,-5.14591267901925
24422795,-5.12776212253316
24422797,-5.10549306869507
24422799,-4.91898051736813
24422801,-5.73541827076192
24422803,-6.36340665817261
24422805,-6.34738874435425
24422807,-5.81358051084452
24422809,-4.67437351948143
24422811,-5.1303693821027
24422813,-5.12508352556844
24422815,-4.92357803263941
24422817,-5.34837313950739
24422819,-4.83593280163558
24422821,-4.38045173371112
24422823,-4.90958321692673
24422825,-4.64519264040123
24422827,-4.8149907705718
24422829,-5.62473886631569
24422831,-4.75954061504467
24422833,-5.02387020494596
24422835,-4.6324502740426
24422837,-5.4318569683423
24422839,-4.94767935012111
24422841,-4.68099393366411
24422843,-4.54771203687288
24422845,-4.87918924547724
24422847,-5.45012656770624
24422849,-5.12121977278519
24422851,-5.03837485920065
24422853,-4.82918696332557
24422855,-6.1834273039739
24422857,-4.75074781789597
24422859,-4.90102764973603
24422861,-4.54383749518577
24422863,-4.92316302157706
24422865,-4.03328265980055
24422867,-4.32386208062478
24422869,-4.37765021644832
24422871,-4.61775235602886
24422873,-4.24200608914359
24422875,-4.43955532680681
24422877,-4.42313711850215
24422879,-4.46057008281914
24422881,-4.55595207967243
24422883,-4.62392514392967
24422885,-4.78638662905654
24422887,-4.66198001234468
24422889,-4.7451378557194
24422891,-4.35100024206481
24422893,-4.56670871342709
24422895,-4.70397356052258
24422897,-4.83215120140997
24422899,-4.46279186439377
24422901,-9.51945781707764
24422903,-5.77595926137231
24422905,-6.39333343505859
24422907,-4.95371169181681
24422909,-4.42552069727707
24422911,-4.68135034585404
24422913,-4.55868828076894
24422915,-4.70160109692947
24422917,-4.17673318618542
24422919,-5.07793569564819
24422921,-6.41083260945395
24422923,-5.37981187446903
24422925,-4.76750196293515
24422927,-4.4439525604248
24422929,-6.31291715539563
24422931,-5.61648982412751
24422933,-5.17128855821723
24422935,-4.6778882581687
24422937,-6.2921028137207
24422939,-6.74690441415097
24422941,-5.7464075088501
24422943,-5.79147802706857
24422945,-4.72087169602716
24422947,-5.03338432333819
24422949,-5.43255013845692
24422951,-5.23017974223641
24422953,-4.60841746484244
24422955,-4.33918193664566
24422957,-4.53254285092874
24422959,-8.95860731484177
24422961,-4.39302027988242
24422963,-5.43818333568104
24422965,-5.73795254073857
24422967,-9.81766796112061
24422969,-4.63286967245852
24422971,-4.45346227171448
24422973,-4.31917087049972
24422975,-4.54602612560088
24422977,-4.46514546148925
24422979,-5.00409936904907
24422981,-5.32208824157715
24422983,-5.01498241325046
24422985,-4.55780881121352
24422987,-6.82710530224782
24422989,-5.17132077327995
24422991,-4.91499500092335
24422993,-5.26020621391832
24422995,-4.25372319030843
24422997,-4.41836659674783
24422999,-4.40767332026173
24423001,-4.66674018770481
24423003,-4.70494031906128
24423005,-6.23485320989198
24423007,-6.58335638046265
24423009,-9.28327751159668
24423011,-4.54900460834077
24423013,-4.73067092895508
24423015,-5.07252697900472
24423017,-4.57967286564152
24423019,-4.76952042362258
24423021,-5.12982442272071
24423023,-4.26474691719512
24423025,-5.94734452696047
24423027,-6.72708559036255
24423029,-7.2989354133606
24423031,-7.24290990829468
24423033,-7.43064165115356
24423035,-7.40857601165771
24423037,-7.01483249664307
24423039,-7.46177339553833
24423041,-10.2075204849243
24423043,-4.23337600622242
24423045,-4.26889252887357
24423047,-4.89134216308594
24423049,-4.20216977634438
24423051,-5.35595550718525
24423053,-5.40676933121699
24423055,-4.53593392468571
24423057,-4.51619881753951
24423059,-6.20516354218544
24423061,-4.50010269277765
24423063,-4.28146629623146
24423065,-4.35821458514386
24423067,-4.90376996994019
24423069,-5.71460023569757
24423071,-9.74092292785645
24423073,-7.10093927383423
24423075,-4.79597231472842
24423077,-4.89689787196867
24423079,-5.2516413908095
24423081,-4.61625103949214
24423083,-4.48644149270215
24423085,-4.96423816355115
24423087,-4.42126683674546
24423089,-5.44703531265259
24423091,-4.79845540448127
24423093,-4.36711183141819
24423095,-4.44783205800022
24423097,-4.67992644872034
24423099,-4.58056803244838
24423101,-4.50996844156851
24423103,-4.68835631542117
24423105,-4.23095812605349
24423107,-4.40734811120087
24423109,-4.3137696193094
24423111,-4.36860933010839
24423113,-4.7813347627586
24423115,-4.75306586601099
24423117,-5.18225618991922
24423119,-5.33778064952178
24423121,-5.10917548966846
24423123,-4.83729523211292
24423125,-4.65353748760318
24423127,-4.25543869796681
24423129,-4.80564941661984
24423131,-4.55190459470088
24423133,-4.69735309957473
24423135,-4.52087980741673
24423137,-4.56291247989722
24423139,-4.08461388512175
24423141,-4.38575682615801
24423143,-4.47131592799442
24423145,-5.08556938171387
24423147,-4.61072757082445
24423149,-4.42619925904919
24423151,-4.35009197830474
24423153,-4.17750365839354
24423155,-4.1372478536315
24423157,-4.35730701588531
24423159,-4.56060887775181
24423161,-4.36646388055156
24423163,-4.61320328365211
24423165,-4.47337774788049
24423167,-9.69897000433602
24423169,-4.69750889252492
24423171,-4.89544119504486
24423173,-4.3306319742732
24423175,-4.28123515693572
24423177,-4.1735950222971
24423179,-4.20775494982544
24423181,-4.39380357191068
24423183,-5.43540494337516
24423185,-4.60287375251642
24423187,-5.14162731170654
24423189,-4.77900852465247
24423191,-4.76163268797613
24423193,-4.72792621249999
24423195,-4.63445398825762
24423197,-4.53130419209504
24423199,-4.73343906071316
24423201,-4.8592563328588
24423203,-4.89362889261675
24423205,-5.0868699049588
24423207,-4.45038192409464
24423209,-4.6211807289733
24423211,-4.55574435687321
24423213,-4.31974790815089
24423215,-4.31632630007322
24423217,-4.74773937205466
24423219,-4.34223111235369
24423221,-5.4205584526062
24423223,-4.71319784909327
24423225,-5.30095243453979
24423227,-4.58256650646166
24423229,-4.98333311080933
24423231,-4.62075449477532
24423233,-4.78857774759958
24423235,-4.71051138374764
24423237,-4.8144068546579
24423239,-4.81593917957244
24423241,-4.3685694223747
24423243,-4.6817153982635
24423245,-4.88271544364648
24423247,-8.95860731484177
24423249,-8.51386547088623
24423251,-4.78315085264546
24423253,-5.18032264709473
24423255,-4.95281362533569
24423257,-5.08852810777306
24423259,-4.63006092097076
24423261,-4.24898432467564
24423263,-5.06110518240183
24423265,-4.94856071472168
24423267,-4.37732187205305
24423269,-4.67346382141113
24423271,-5.50406732987696
24423273,-6.49739742279053
24423275,-5.05701031083998
24423277,-5.16198252920542
24423279,-4.94697536624598
24423281,-4.96916963299522
24423283,-4.99664719317491
24423285,-5.67190594218497
24423287,-4.68612434681016
24423289,-5.85873840937791
24423291,-5.0673537694273
24423293,-4.81803642620882
24423295,-5.50017550416042
24423297,-5.14316239859742
24423299,-4.9459579545022
24423301,-4.96191260258
24423303,-4.2335700491609
24423305,-4.48074970016047
24423307,-9.36195468902588
24423309,-9.94040298461914
24423311,-9.59435844421387
24423313,-9.52594470977783
24423315,-9.98647117614746
24423317,-10.0015087127686
24423319,-9.90538215637207
24423321,-9.74736881256104
24423323,-7.18673324584961
24423325,-4.39548559334407
24423327,-4.67175090840835
24423329,-4.48790147710166
24423331,-9.49488258361816
24423333,-9.3805627822876
24423335,-4.88425971856011
24423337,-4.50023321241774
24423339,-6.04939177521577
24423341,-9.61804866790771
24423343,-5.88692610640579
24423345,-9.74905681610107
24423347,-4.3633476445006
24423349,-4.65076716732884
24423351,-4.43592365107307
24423353,-4.64423459274494
24423355,-4.69075959511722
24423357,-5.22317537191515
24423359,-4.66489529521947
24423361,-4.8277240801941
24423363,-4.82205969299139
24423365,-4.65996459185698
24423367,-4.58057299238444
24423369,-4.94261159866813
24423371,-4.48599179813832
24423373,-4.24608516693115
24423375,-4.96059322357178
24423377,-5.78036260604858
24423379,-4.64412339739212
24423381,-4.57895081075741
24423383,-4.64739690250508
24423385,-7.26201267366657
24423387,-4.97290329455962
24423389,-5.77080774307251
24423391,-4.48588675911373
24423393,-4.90310735911866
24423395,-4.89447278440781
24423397,-4.03293197837811
24423399,-4.36252428021287
24423401,-4.22932978244134
24423403,-9.26657676696777
24423405,-5.42012498258885
24423407,-6.15811824798584
24423409,-6.09831857681274
24423411,-4.64854190988297
24423413,-5.01014544478049
24423415,-4.6708722114563
24423417,-8.31382846832275
24423419,-4.72320972689372
24423421,-4.59329805371357
24423423,-4.52450169237935
24423425,-4.49375481023658
24423427,-5.62980461120605
24423429,-4.34174108505249
24423431,-4.3303074836731
24423433,-4.25942277908325
24423435,-4.43967603072345
24423437,-5.08861398696899
24423439,-4.10735508298947
24423441,-4.5648193359375
24423443,-4.38749481669054
24423445,-4.61264221296058
24423447,-4.13175536702113
24423449,-4.33004841615174
24423451,-5.7531076798464
24423453,-4.23372103140888
24423455,-5.51171727510145
24423457,-4.38458973418613
24423459,-4.86249397544102
24423461,-5.24923711990343
24423463,-5.88462250572088
24423465,-5.20432154206093
24423467,-5.38449182847184
24423469,-5.71412777293074
24423471,-4.45517499739238
24423473,-10.0461721420288
24423475,-6.30688888453786
24423477,-5.52809249706044
24423479,-5.00181479447128
24423481,-6.21810108064885
24423483,-6.43913730527253
24423485,-5.85996358902472
24423487,-6.25080495778033
24423489,-5.70511511299997
24423491,-5.66224132850658
24423493,-5.42540162457898
24423495,-5.46240755248266
24423497,-5.10128030196131
24423499,-5.4570999156504
24423501,-4.87520569031924
24423503,-4.9313318567141
24423505,-5.20903260767931
24423507,-5.16823257521197
24423509,-5.25934524699192
24423511,-5.40813435773521
24423513,-5.16005711043235
24423515,-4.73182468590168
24423517,-4.82722198534415
24423519,-5.01968295827035
24423521,-4.93744057711016
24423523,-4.71717630527952
24423525,-7.21395878975745
24423527,-4.91990769182115
24423529,-4.92957052094338
24423531,-5.09448474833015
24423533,-5.70112133026123
24423535,-5.11722508918103
24423537,-4.8971925365647
24423539,-4.76565738050575
24423541,-5.22447692932917
24423543,-5.05318924613923
24423545,-4.3942242742964
24423547,-4.54079604902771
24423549,-4.7914122740514
24423551,-4.22908733384432
24423553,-4.38916317460125
24423555,-4.43854371349972
24423557,-4.70157706624849
24423559,-5.64702682099407
24423561,-4.34356733790242
24423563,-4.33419769713507
24423565,-4.20637651895865
24423567,-4.46110431541178
24423569,-4.37293271601302
24423571,-4.69629592663064
24423573,-4.86208789495235
24423575,-4.26296943308217
24423577,-4.37136245641303
24423579,-3.76538706075544
24423581,-4.29059179930813
24423583,-4.77336658968591
24423585,-4.44448839362765
24423587,-5.0828412241783
24423589,-4.39034370555286
24423591,-4.07276832800233
24423593,-4.1823335051435
24423595,-4.83300403530098
24423597,-4.45922894588184
24423599,-4.13805556740627
24423601,-4.59151582030264
24423603,-4.13502342919269
24423605,-4.31221250097122
24423607,-4.46523799496997
24423609,-5.00026847799741
24423611,-4.50193630591928
24423613,-4.47745926733054
24423615,-4.5066318624098
24423617,-4.4737240618407
24423619,-4.22687968694012
24423621,-5.10038739607037
24423623,-5.61373295789499
24423625,-4.24439189828433
24423627,-4.79710863549684
24423629,-4.95817724927903
24423631,-4.60094441993114
24423633,-4.52728479785768
24423635,-4.50698862508069
24423637,-4.54033767000507
24423639,-4.04249998303769
24423641,-9.09691001300806
24423643,-5.96409020154339
24423645,-4.37458772678318
24423647,-4.93324185922539
24423649,-4.77214927393426
24423651,-5.34281980749321
24423653,-4.97824963452107
24423655,-4.7338388877806
24423657,-4.86322237600291
24423659,-4.71549256637093
24423661,-4.68571765764088
24423663,-4.88634404526934
24423665,-4.67961689057203
24423667,-4.81258927675989
24423669,-4.79515047284802
24423671,-4.64686500944703
24423673,-4.54771050403726
24423675,-4.66725057539235
24423677,-4.6608348700074
24423679,-4.7478073958484
24423681,-4.7575927566284
24423683,-4.31861631840708
24423685,-4.77985267025561
24423687,-4.57435321278742
24423689,-4.51432974817737
24423691,-4.42322342149248
24423693,-4.51010898903606
24423695,-5.38085603713989
24423697,-4.22387370206655
24423699,-4.26614176187812
24423701,-4.26493262014338
24423703,-5.131802427159
24423705,-4.60665297093352
24423707,-4.85540088732776
24423709,-4.52418649098696
24423711,-4.85656985046699
24423713,-4.73489195756238
24423715,-4.78361766443444
24423717,-4.64205753386494
24423719,-5.8185566044581
24423721,-4.38092009172545
24423723,-4.74661887079555
24423725,-4.68983751164965
24423727,-4.61700194801345
24423729,-4.3774627086453
24423731,-4.81288979303299
24423733,-4.88194039666135
24423735,-4.69056573504727
24423737,-4.86963109830557
24423739,-4.43463714158869
24423741,-3.99000296759515
24423743,-4.3818568716521
24423745,-4.69345128339532
24423747,-4.49466025064871
24423749,-4.15463650107741
24423751,-4.06944827291686
24423753,-4.8017616016025
24423755,-5.05592220000726
24423757,-4.3161541509821
24423759,-4.7989881756142
24423761,-4.70020933198783
24423763,-4.07015618454026
24423765,-4.5250149286043
24423767,-4.55259542142931
24423769,-4.3303373095085
24423771,-4.35723170126348
24423773,-4.84069430001145
24423775,-4.35132703631816
24423777,-4.22909165240828
24423779,-4.19836408362222
24423781,-4.24922613878705
24423783,-4.42637900689496
24423785,-4.46757469450266
24423787,-4.24887338786948
24423789,-4.18789930831593
24423791,-4.44874157301894
24423793,-4.28430066553087
24423795,-4.20039386571139
24423797,-4.1052775304002
24423799,-4.37382967705183
24423801,-4.35027375386904
24423803,-4.03869532248281
24423805,-4.39094870747168
24423807,-4.50280779491611
24423809,-4.75442071257409
24423811,-5.17688457060233
24423813,-4.52095287848197
24423815,-4.78341452645517
24423817,-4.38636322196896
24423819,-4.77366049178988
24423821,-4.44047743077818
24423823,-4.47986139820406
24423825,-4.98755930268242
24423827,-4.26742041516518
24423829,-4.24039049521067
24423831,-4.42059675928356
24423833,-4.31719273658217
24423835,-4.44574122276201
24423837,-4.70305034387799
24423839,-4.34223898952593
24423841,-4.17353386043188
24423843,-4.66215187532527
24423845,-4.28272241983128
24423847,-4.47611364600424
24423849,-4.06047076371494
24423851,-4.5086831973717
24423853,-4.46154072747755
24423855,-3.8519832549449
24423857,-4.58916770518317
24423859,-4.44930919766636
24423861,-4.42528296037716
24423863,-4.20587875845529
24423865,-5.01502345155041
24423867,-4.37960781806694
24423869,-4.34135159032968
24423871,-4.28094360881413
24423873,-4.43790673229632
24423875,-4.29113992816198
24423877,-4.79088101447185
24423879,-4.72856599224468
24423881,-4.72877062532804
24423883,-4.72041769498492
24423885,-4.41914682246435
24423887,-4.39525960874501
24423889,-4.56576333055786
24423891,-4.566172583884
24423893,-4.31729486166434
24423895,-5.11228707539722
24423897,-4.90409175595976
24423899,-4.34430381824366
24423901,-4.55192935872798
24423903,-4.85999483154681
24423905,-4.85075257307678
24423907,-4.55521534693062
24423909,-4.35699222566139
24423911,-4.96899976236555
24423913,-4.20542761220145
24423915,-4.61081108964906
24423917,-4.07193255343927
24423919,-4.4542309055952
24423921,-4.40602677006999
24423923,-4.46529758175546
24423925,-6.36421476446635
24423927,-4.41238417346424
24423929,-4.53388910241093
24423931,-4.22037825979697
24423933,-4.98697307642326
24423937,-5.41283926529381
24423939,-4.66400995930566
24423941,-4.543887351536
24423943,-4.6815878850897
24423945,-4.58450059271279
24423947,-4.70441143489467
24423949,-4.37913755200204
24423953,-4.51087849334794
24423957,-4.47667286218162
24423959,-4.62408654539191
24423961,-4.49928049581689
24423963,-4.48486368847106
24423965,-4.76625916841548
24423967,-6.75907135009766
24423969,-4.39778694684273
24423971,-4.92713274737019
24423973,-4.37972024544884
24423977,-4.28480084526102
24423979,-4.26075132156269
24423981,-4.55079220619109
24423983,-4.72129640480968
24423985,-4.5436241811699
24423987,-9.59590816497803
24423991,-4.70793468771208
24423993,-4.90676891920151
24423995,-4.48609981442568
24423997,-4.58959845322264
24423999,-5.05482663411296
24424001,-4.65530696705789
24424003,-4.469589747617
24424005,-5.02835923435825
24424007,-4.71229333732848
24424009,-4.55279912630042
24424011,-4.52109890762944
24424013,-4.63344257239978
24424015,-4.50294114164582
24424017,-4.85466657015495
24424019,-4.44626499837521
24424021,-5.19135697383425
24424023,-4.51563100497729
24424025,-4.50520903958295
24424033,-4.89190210112517
24424035,-4.77674356527718
24424037,-4.53102423583318
24424039,-5.26786422729492
24424041,-4.53384857258544
24424045,-7.89303159713745
24424047,-4.34628959292424
24424049,-4.41857613431225
24424051,-6.66294027367948
24424053,-4.6764819857802
24424055,-4.39420064450772
24424057,-6.71942162963192
24424059,-4.56502795737142
24424061,-4.43807504360907
24424063,-4.626652081162
24424065,-4.44296627823755
24424067,-4.37478346221095
24424069,-4.8736575061145
24424071,-6.41907502432438
24424073,-4.5060679204775
24424075,-9.2113790512085
24424077,-4.56019916703028
24424079,-4.5820561739147
24424081,-4.37304512763046
24424083,-4.69327910960346
24424085,-4.41663158283435
24424087,-4.56316671198795
24424089,-4.63266029114146
24424091,-4.66425990457012
24424093,-4.54910310173513
24424095,-4.58188332266812
24424097,-4.66891818603172
24424099,-5.64637224101446
24424101,-5.69536256790161
24424103,-4.60754639209449
24424107,-4.52292430948203
24424109,-4.65274896003982
24424111,-4.90628369330459
24424113,-4.46284160027068
24424115,-4.70235567114831
24424117,-4.83736546289503
24424119,-6.47069800221202
24424121,-4.30974454090795
24424123,-4.83740870933834
24424125,-4.25085447930458
24424127,-4.54847435689523
24424129,-4.59109882431614
24424131,-4.33061430734464
24424133,-4.91088007186259
24424135,-4.3427927731518
24424137,-4.38639846960044
24424139,-4.87104706576977
24424141,-4.20645615786704
24424143,-4.57780579473884
24424145,-4.83285636561054
24424147,-4.23206939073705
24424149,-4.63584643258428
24424151,-4.50613337192917
24424153,-4.95619485892005
24424155,-4.51283049443696
24424157,-4.99218396889808
24424159,-5.21935151157326
24424161,-5.73911905288696
24424163,-5.44144741958455
24424165,-4.08799961617778
24424167,-4.70823930069246
24424169,-4.21422011866321
24424171,-5.04022598266602
24424173,-4.73790978563337
24424175,-4.87502022689944
24424177,-4.49630057002817
24424179,-4.09934327984523
24424183,-4.64598335274001
24424187,-4.67472587364869
24424191,-4.27567343929474
24424195,-6.05684518814087
24424199,-4.6857998076565
24424201,-9.14865970611572
24424203,-4.37184673348233
24424205,-4.80918852745431
24424207,-4.58765950147727
24424209,-4.49303431638079
24424211,-4.34880536303483
24424213,-4.73793116265983
24424215,-5.14649038839824
24424217,-5.90462140043994
24424219,-4.70459435564692
24424221,-4.35431256588164
24424223,-4.4535264265825
24424225,-4.76422165318054
24424227,-4.48447442805553
24424229,-3.87667407545816
24424231,-4.57701372596096
24424233,-4.33952511542203
24424235,-5.12746477127075
24424237,-4.5828330653979
24424239,-4.66400642381842
24424241,-4.51241150271062
24424243,-5.04352526408246
24424245,-4.51113868159968
24424247,-5.03722121458966
24424249,-4.79300447088615
24424251,-4.2010442818237
24424253,-4.41594041741183
24424255,-4.83454271569855
24424257,-4.49010284838817
24424259,-5.15204690872846
24424261,-4.58377301474069
24424263,-4.19460152247443
24424265,-4.44297206677872
24424267,-4.20715170105599
24424269,-4.36062409060512
24424271,-4.33545173390863
24424273,-4.23314143033646
24424277,-4.50957979478491
24424279,-4.5358755446398
24424281,-4.68955616432684
24424283,-5.09081852402215
24424285,-9.57611179351807
24424287,-5.13436713195553
24424289,-5.58212990192335
24424291,-4.23273889387798
24424293,-4.58296902901426
24424295,-4.58673967539654
24424297,-6.11753238510463
24424299,-4.45384310664633
24424301,-4.28744066537958
24424303,-4.5537749984094
24424305,-6.0466269492733
24424307,-4.33760864085027
24424309,-4.48265610686598
24424311,-4.74268388831614
24424313,-4.28529144165985
24424315,-4.44659929024244
24424317,-5.19644699781016
24424319,-4.39325988247758
24424321,-4.55298105035593
24424323,-4.59415695307601
24424325,-4.26883271012654
24424327,-4.50171749497916
24424329,-4.28151504899
24424331,-4.64617215919187
24424335,-4.07648502055212
24424337,-4.82214330791725
24424339,-4.33030299552227
24424341,-4.38696203537283
24424343,-4.2448160116913
24424347,-5.10910893411159
24424349,-4.53805489274915
24424353,-6.44538971477384
24424355,-4.72926739611526
24424357,-4.40833452945016
24424359,-4.50814390189685
24424361,-4.69339271424916
24424363,-4.33174415849712
24424365,-6.53342892761365
24424369,-4.22839120908324
24424371,-5.58569531187167
24424373,-6.55129368009492
24424375,-4.17380188890844
24424377,-5.36161688586076
24424379,-4.24746906922021
24424381,-4.41635016751593
24424383,-4.29578597438176
24424389,-4.40683383379052
24424391,-4.92256304919918
24424395,-5.34396891269536
24424397,-4.24226247709875
24424399,-4.21781198212057
24424401,-4.57073217158665
24424403,-5.54684990518921
24424405,-5.53476590501199
24424407,-5.00153503231914
24424409,-4.29003707234326
24424411,-4.54616964686176
24424413,-5.94149805657035
24424415,-4.47537288929577
24424417,-4.24592380329077
24424419,-4.54245112365467
24424421,-5.40623779961921
24424425,-4.48998900472978
24424427,-4.59269170066483
24424429,-5.18393061868601
24424431,-4.56034913014074
24424433,-5.26853021908453
24424435,-4.81316800736233
24424437,-5.50001066566582
24424439,-6.26055908203125
24424441,-4.06406731133585
24424443,-4.45087178531146
24424447,-4.46954543676651
24424449,-4.97056763743021
24424453,-4.19942155931871
24424455,-4.55971389541501
24424459,-9.52287874528034
24424461,-4.56070973336511
24424463,-4.30975340667309
24424465,-4.50890710009069
24424467,-4.39291350461827
24424469,-4.62070060627895
24424471,-4.24424325800983
24424473,-4.80149539274715
24424475,-4.47694371327092
24424477,-4.73260863501013
24424479,-4.37365991635191
24424481,-4.51380046647516
24424483,-4.0276471753568
24424485,-4.84826128393561
24424487,-4.23894787169229
24424489,-7.01144104312138
24424491,-4.45436306448984
24424493,-5.03625466006242
24424495,-4.13832642215032
24424501,-4.44015400263114
24424503,-4.27374107630705
24424505,-4.20405119585776
24424507,-4.48479590958418
24424509,-4.34625527427927
24424511,-4.37098281830343
24424515,-4.18592495736305
24424519,-4.84912228023096
24424521,-4.3837041226686
24424523,-5.35254235526545
24424525,-5.22748697820095
24424527,-4.58306082853106
24424529,-4.25348470610719
24424531,-4.43135662962053
24424533,-4.35422476611514
24424535,-5.16456823269229
24424537,-5.16141770196698
24424539,-4.78797883456948
24424541,-5.17837815528054
24424543,-4.21749656065186
24424545,-5.08517961873721
24424547,-4.81564382991581
24424549,-5.23878696567037
24424551,-5.1929794442208
24424555,-4.51472160947827
24424557,-4.59430026456728
24424559,-5.14722887265623
24424565,-4.8953695132354
24424567,-5.24246965234583
24424569,-7.86966623150499
24424571,-4.31614951062166
24424573,-4.94156580935513
24424575,-5.32783907008976
24424577,-4.95741755246901
24424579,-4.55237176812938
24424581,-4.98166513257232
24424583,-4.38843355689206
24424585,-5.26891914863077
24424587,-4.44756563510221
24424589,-4.48036696249079
24424591,-5.31818759017824
24424593,-4.52004724138854
24424595,-4.45215716879708
24424597,-5.14246300880315
24424599,-5.21842563655453
24424603,-4.96373050425718
24424605,-4.42925780997865
24424607,-5.02494513587272
24424609,-4.38529220390263
24424611,-4.40646139802589
24424613,-5.93509297284036
24424615,-4.91913911503772
24424617,-5.26024906592573
24424619,-4.65734774966074
24424621,-4.86242065301174
24424623,-5.43681759593875
24424625,-4.70209265410777
24424627,-7.59949398040771
24424629,-6.73931074142456
24424631,-4.70059949029124
24424633,-4.1637647492985
24424635,-4.10291279229098
24424637,-4.47055701244336
24424639,-4.1005109382301
24424641,-4.41449671151361
24424643,-4.56988635783169
24424645,-3.85113925110323
24424647,-5.0183223215231
24424649,-5.44070420546501
24424651,-4.58832848225474
24424653,-4.61029537000085
24424655,-4.53341112902419
24424657,-5.34256700285878
24424659,-5.46923493007375
24424661,-4.55133674089447
24424663,-4.63922723553228
24424665,-4.44902644929114
24424667,-5.58256819316993
24424669,-5.50802342701825
24424671,-5.35126828779231
24424673,-4.31558022558958
24424675,-4.50073780464851
24424677,-4.1207187440528
24424679,-5.14764667068754
24424681,-5.39703896116843
24424683,-4.04464575237553
24424685,-4.6312872056329
24424691,-4.2847029607425
24424695,-4.93659157502405
24424697,-4.38731254616892
24424699,-6.07365755337435
24424701,-5.87867000206391
24424703,-5.22042719533628
24424705,-4.65954678093072
24424707,-6.57971411505808
24424709,-4.5372604770992
24424711,-4.50511233558972
24424713,-5.11645450738962
24424715,-4.50887670306511
24424717,-4.57711929418772
24424721,-4.6811965833575
24424723,-5.48819550266327
24424725,-4.76193440891323
24424727,-5.38757932046092
24424729,-5.66556635554052
24424731,-3.88015247415441
24424733,-4.41841822854209
24424735,-4.44726973135499
24424737,-5.70222401336756
24424739,-5.72227400559795
24424741,-5.79301230524359
24424745,-4.48563092444603
24424747,-4.61497580408557
24424749,-4.34886878761425
24424751,-4.43679669969331
24424753,-4.82740466199059
24424755,-4.28045233148317
24424757,-4.67987449402636
24424759,-5.33886924299427
24424761,-5.40289743797618
24424763,-4.59334411901046
24424765,-4.59290999795835
24424767,-4.41092983167216
24424769,-4.28262743538218
24424771,-4.40288096527684
24424773,-4.88689562635112
24424775,-6.00480370840282
24424777,-4.83321478026457
24424779,-4.7978442626814
24424781,-5.29621485896216
24424783,-5.19220694150977
24424785,-5.49932451125585
24424787,-4.77654213489872
24424789,-4.63616810846008
24424791,-4.69869473849984
24424793,-4.94478215263098
24424795,-4.94640301881103
24424799,-4.68715620384654
24424801,-4.56224574269075
24424803,-4.62940364930907
24424805,-5.26648174856551
24424807,-4.42566433614607
24424809,-4.18723833884304
24424811,-4.60266290173786
24424813,-5.11460485203738
24424815,-4.90387938275958
24424819,-4.352884696884
24424821,-4.35391967274379
24424823,-4.90917506000719
24424825,-5.24692678451538
24424827,-4.63617374582947
24424829,-4.83637611493992
24424831,-4.98994610015971
24424833,-4.24420685150514
24424835,-3.98978360219197
24424837,-4.82478110076538
24424839,-5.12442748592186
24424843,-5.12354586676204
24424845,-8.05060999335509
24424847,-8.63827216398241
24424849,-4.69107615378829
