"comid","logq_hz_lateral_m_div_s_fill"
23103256,-8.42021640338319
23103258,-8.85387196432176
23103260,-9.27395820617676
23103262,-7.23210238398191
23103266,-8.36778926849365
23103268,-7.68613277963085
23103272,-8.11350927482752
23103276,-8.03735256195068
23103278,-7.89279003035213
23103280,-8.19382002601611
23103282,-9.69897000433602
23103284,-9
23103288,-5.43191470605234
23103290,-7.51570016065321
23103292,-9.23304271697998
23103294,-7.39902710431325
23103296,-7.93554201077308
23103298,-8.20065945054642
23103300,-7.95078197732982
23103304,-8.60205999132796
23103306,-8.11350927482752
23103308,-7.86012091359876
23103312,-8.99771308898926
23103314,-8.67778070526608
23103316,-7.83564714421556
23103318,-7.73518217699046
23103320,-9.00892162322998
23103322,-7.80687540164554
23103324,-8.00436480540245
23103326,-7.86327943284359
23103328,-8.03621217265444
23103330,-7.61083391563547
23103332,-8.58213138580322
23103334,-9.08279705047607
23103336,-8.52287874528034
23103338,-4.69019966033285
23103340,-9.11477088928223
23103344,-7.74232142513082
23103346,-7.93554201077308
23103348,-7.04817696468409
23103350,-7.10568393731556
23103352,-7.93181413825384
23103356,-4.79947064480263
23103360,-8.68324756622314
23103362,-8.0087739243075
23103364,-8.53760200210104
23103366,-7.7851561519523
23103368,-7.88941028970075
23103370,-9.58341407775879
23103372,-7.88605664769316
23103374,-4.29845791797192
23103376,-5.24917437148496
23103378,-4.66087441576474
23103380,-8.23657200643706
23103382,-8.52287874528034
23103384,-7.90657831483777
23103388,-7.77989191195995
23103390,-7.56703070912559
23103392,-7.87614835903291
23103394,-7.75448733218585
23103396,-7.46399784088135
23103398,-7.73518217699046
23103400,-7.4672456210075
23103402,-8.61978875828839
23103404,-9.27879524230957
23103406,-8.79731559753418
23103408,-8.06550154875643
23103410,-8.22914798835786
23103412,-7.41793663708829
23103418,-8.06048074738138
23103420,-7.85698519974591
23103422,-8.10790539730952
23103424,-9.22184874961636
23103430,-5.75830413186019
23103432,-5.03061670755529
23103438,-7.71896663275227
23103440,-6.9762359971826
23103444,-7.82257175445557
23103446,-7.10568393731556
23103448,-7.28483264215154
23103450,-7.93554201077308
23103454,-8.09151498112135
23103458,-4.98661262314395
23103460,-8.50863830616573
23103462,-7.98296666070122
23103464,-9.09691001300806
23103466,-7.70037460327148
23103468,-7.71219827006977
23103470,-8.14874165128093
23103472,-4.81833931139754
23103474,-4.98260615918492
23103476,-7.95860731484177
23103478,-8.01772876696043
23103480,-7.79588001734407
23103482,-7.44129142946683
23103484,-8.50863830616573
23103486,-7.54060751224077
23103488,-7.80966830182971
23103490,-8.0087739243075
23103492,-8.52287874528034
23103494,-7.70774392864352
23103496,-4.89312945552135
23103498,-7.66554624884907
23103500,-8.13076828026902
23103502,-7.48811663902113
23103504,-8.8971586227417
23103506,-7.67571754470231
23103508,-9.05301761627197
23103510,-7.98296666070122
23103512,-5.82918110196633
23103514,-6.30174253462168
23103516,-8.27609348297119
23103518,-9.15351009368896
23103520,-7.83564714421556
23103524,-4.92543083373764
23103526,-8.2839966563652
23103528,-5.07769925316725
23103532,-8.21467016498923
23103534,-8.21467016498923
23103536,-7.44490555142168
23103538,-9.30331993103027
23103540,-7.96657624451305
23103542,-7.97061622231479
23103544,-8.04575749056067
23103548,-7.94692155651658
23103552,-8.5031566619873
23103554,-7.4907974776689
23103556,-5.25061958838861
23103558,-5.18016997965252
23103560,-7.92081875395237
23103562,-8.50863830616573
23103564,-7.57839607313017
23103566,-8.3767507096021
23103568,-8.28979301452637
23103570,-8.34678748622466
23103572,-8.31026935577393
23103574,-9.12843799591064
23103580,-8.07058107428571
23103582,-8.05551732784983
23103584,-8.24412514432751
23103586,-7.03810452633215
23103588,-7.99139982823808
23103590,-7.97061622231479
23103592,-7.7851561519523
23103594,-9.30789947509766
23103596,-5.06064084126658
23103600,-5.91818699540812
23103602,-9.28361129760742
23103604,-8.99268341064453
23103608,-8.13667713987954
23103610,-7.60032627851896
23103612,-6.81559251458768
23103614,-8.19539356231689
23103616,-8.07572071393812
23103618,-7.14206473528057
23103622,-5.58770547311449
23103624,-8.16115090926274
23103626,-7.82681373158773
23103628,-6.95900230757651
23103630,-8.19382002601611
23103632,-5.76353831837319
23103634,-7.49620931694282
23103636,-7.89279003035213
23103638,-7.30515623092651
23103640,-7.3429441471429
23103642,-7.41005039867429
23103644,-7.59859945921846
23103646,-7.68824613894425
23103648,-6.14182386201766
23103650,-7.23657200643706
23103652,-8.30980391997149
23103654,-7.96657624451305
23103656,-8.08618614761628
23103660,-7.76955107862173
23103662,-7.67985371388895
23103666,-5.73942779187651
23103668,-7.60906489289662
23103670,-7.71669877129645
23103674,-8.20760831050175
23103676,-5.62703279361285
23103678,-7.65364702554936
23103680,-5.14673887335222
23103682,-7.39040559077478
23103684,-8.29242982390206
23103686,-7.87942606879415
23103688,-5.23911783002419
23103690,-7.63638802010786
23103692,-5.98430501147348
23103696,-7.94692155651658
23103700,-9.17951488494873
23103702,-9.39067649841309
23103704,-7.82681373158773
23103706,-7.73048705578208
23103710,-8.57924365997314
23103712,-4.98347223979526
23103716,-7.9100948885606
23103718,-7.90657831483777
23103720,-7.97469413473523
23103722,-5.50965601044319
23103724,-9.07785892486572
23103726,-4.71972446667121
23103728,-8.19382002601611
23103730,-8.22914798835786
23103732,-7.3829996588791
23103736,-8.04575749056067
23103738,-7.44733178388781
23103742,-5.74758390945573
23103744,-7.54515513999149
23103746,-8.33308124542236
23103748,-9.67097091674805
23103750,-9.084792137146
23103752,-9.06912612915039
23103756,-8.04575749056067
23103758,-7.78781239559604
23103760,-7.96257350205938
23103764,-5.9455401627606
23103766,-7.92465877532959
23103768,-5.45397583819635
23103770,-8.06550154875643
23103772,-7.98716277529483
23103774,-7.63264407897398
23103776,-7.48017200622428
23103778,-7.53910215724345
23103780,-7.61654186248779
23103782,-7.72124639904717
23103784,-7.85387196432176
23103786,-7.89962945488244
23103788,-5.68390379032487
23103790,-8.2518119729938
23103792,-7.92445303860747
23103794,-7.95078197732982
23103796,-5.39875585008872
23103798,-7.70553377383841
23103800,-7.11013827874181
23103802,-7.49214412830417
23103804,-8.08618614761628
23103806,-7.70996538863748
23103808,-9.30102999566398
23103810,-5.11744700331296
23103812,-5.39480273261162
23103814,-5.42934464251588
23103816,-5.1621587002201
23103820,-8.20760831050175
23103822,-5.09398899065126
23103824,-7.70687913894653
23103826,-8.01772876696043
23103828,-8.07058107428571
23103830,-7.35457773065091
23103832,-7.14508697769214
23103834,-7.93930215964639
23103838,-7.73754891026957
23103840,-7.73518217699046
23103842,-8.07325077056885
23103844,-7.14146280243036
23103846,-7.69680394257951
23103848,-7.51570016065321
23103850,-8.20760831050175
23103852,-7.91364016932525
23103854,-7.90058040618896
23103856,-7.58004425151024
23103858,-6.01618585445711
23103860,-6.71942162963192
23103862,-7.79860287567955
23103864,-5.40138455903867
23103866,-9.04575749056067
23103868,-6.90101036059882
23103870,-6.78251605578609
23103872,-6.96018944585165
23103874,-5.55411137092599
23103876,-6.96818772866963
23103878,-4.90932232010229
23103880,-6.7582045687048
23103882,-6.74496883665445
23103884,-7.99724102020264
23103886,-7.1791420105603
23103888,-6.86423148543218
23103890,-8.98878288269043
23103892,-7.67162039656126
23103894,-7.76700388960785
23103896,-8.09691001300806
23103900,-7.53461714855158
23103902,-7.85387196432176
23103904,-5.81445784514562
23103906,-7.17522353752445
23103908,-6.19667947642125
23103910,-7.78251605578609
23103912,-7.89279003035213
23103914,-5.68062324194175
23103916,-8.11350927482752
23103918,-7.95467702121334
23103920,-7.91721462968355
23103922,-8.03151705144606
23103924,-8.30102999566398
23103926,-9.06849956512451
23103928,-4.6083363863814
23103932,-8.4155216217041
23103934,-8.11350927482752
23103936,-7.99567862621736
23103938,-5.14646604828912
23103940,-7.69250396208679
23103942,-7.47108329972234
23103944,-4.41103911026314
23103946,-5.26507482754216
23103948,-7.91036653518677
23103950,-7.66154350639539
23103952,-5.06683678229554
23103954,-4.2392964218836
23103956,-8.4089353929735
23103958,-5.25279981860878
23103960,-8.31875876262441
23103962,-8.18708664335714
23103964,-7.29756946355447
23103966,-7.72584215073632
23103968,-7.51999305704285
23103970,-8.20065945054642
23103972,-5.38292976794304
23103974,-8.23449420928955
23103976,-5.16546978379067
23103978,-7.37986394502624
23103980,-7.07987667370928
23103984,-9.23233699798584
23103986,-5.30795807891309
23103990,-8.22184874961636
23103992,-9.1314697265625
23103994,-5.45093610720614
23103998,-7.53610701101409
23104000,-6.85016530328422
23104002,-8.08092190762393
23104004,-7.75696195131371
23104006,-7.20273245916928
23104008,-9.1047887802124
23104010,-7.89851093292236
23104012,-7.97881070093006
23104014,-8.50128936767578
23104016,-7.66958622665081
23104018,-7.62544822692871
23104020,-8.08599185943604
23104022,-7.87289520163519
23104024,-8.44369749923271
23104026,-8.81453609466553
23104028,-7.76832342147827
23104030,-4.55388086386274
23104036,-7.58169870868025
23104038,-8.63827216398241
23104040,-8.46920394897461
23104042,-7.96257350205938
23104044,-8.21467016498923
23104046,-5.44448158399439
23104048,-5.51298315810084
23104050,-4.0875446459482
23104052,-6.73778629452358
23104054,-7.32330639037513
23104056,-7.50863830616573
23104058,-7.99567862621736
23104060,-7.87289520163519
23104062,-5.04850477154343
23104064,-5.41679719162537
23104068,-5.00037067831042
23104070,-7.99139982823808
23104072,-8.53760200210104
23104076,-8.1249387366083
23104080,-7.61978875828839
23104082,-5.444518608991
23104084,-7.57817792892456
23104086,-8.14266750356873
23104088,-5.13162851662124
23104090,-8.18045606445813
23104092,-7.89279003035213
23104094,-4.83950936380438
23104096,-4.98820313005954
23104098,-7.60380065290426
23104100,-7.61618463401957
23104102,-7.74472749489669
23104104,-7.66154350639539
23104106,-8.05060999335509
23104108,-5.28745972743448
23104110,-5.18712005190994
23104112,-4.9404717563552
23104114,-7.91721462968355
23104116,-5.14261322015114
23104118,-8.92081875395237
23104120,-8.92587947845459
23104124,-8.16118240356445
23104126,-8.17547512054443
23104128,-8.02227639471115
23104130,-7.7851561519523
23104132,-6.4415314374762
23104134,-8.07162094116211
23104138,-7.32330639037513
23104140,-6.13095189825572
23104142,-8.15490195998574
23104144,-8.36686515808105
23104146,-9.93147563934326
23104148,-8.56863623584101
23104150,-7.33535802444387
23104152,-8.88605664769316
23104154,-8.72354221343994
23104156,-7.85387196432176
23104158,-9.09998226165771
23104160,-5.00632878037841
23104162,-4.7704171966014
23104164,-7.99567862621736
23104166,-5.94626868411239
23104168,-5.74559695360932
23104170,-8.32372093200684
23104172,-5.98103046417236
23104174,-5.87419354186047
23104176,-7.48811663902113
23104178,-6.51698357985587
23104180,-8.4089353929735
23104182,-8.17349624633789
23104184,-8.50863830616573
23104186,-8.49982452392578
23104190,-8.25963731050576
23104192,-8.14338207244873
23104194,-8.8654899597168
23104196,-7.86966623150499
23104198,-8.06550154875643
23104200,-5.02929765014839
23104202,-7.82973828460504
23104204,-8.10790539730952
23104206,-8.20065945054642
23104208,-6.8907590314118
23104210,-5.08489577559001
23104212,-8.0268721464003
23104214,-8.16115090926274
23104216,-8.88605664769316
23104218,-7.89962945488244
23104220,-7.78781239559604
23104222,-8.60205999132796
23104224,-9.65299987792969
23104226,-5.48429596020831
23104228,-9.16308784484863
23104232,-7.79588001734407
23104234,-9.00221061706543
23104236,-7.69680394257951
23104238,-8.45593195564972
23104240,-8.46894836425781
23104242,-8.30980391997149
23104244,-8.06048074738138
23104246,-8.65757731917779
23104248,-10.2812452316284
23104250,-8.9672384262085
23104252,-4.87145177920646
23104254,-8.49485002168009
23104256,-9.16035461425781
23104258,-7.67985371388895
23104260,-9.92441654205322
23104262,-7.89279003035213
23104264,-7.6903698325741
23104266,-6.98254927048946
23104268,-7.78251605578609
23104270,-7.75448733218585
23104272,-8.58502665202918
23104274,-7.64781748188864
23104276,-8.27572413039921
23104278,-8.39794000867204
23104280,-7.75448733218585
23104282,-7.28232949699774
23104284,-9.11680221557617
23104286,-7.40340290437354
23104288,-7.97469413473523
23104290,-9.00240802764893
23104292,-8.29242982390206
23104294,-7.61798295742513
23104296,-8.76955107862173
23104298,-7.76447155309245
23104300,-7.80966830182971
23104302,-7.27572413039921
23104304,-8.02145004272461
23104306,-8.30980391997149
23104310,-8.34678748622466
23104312,-9
23104316,-7.99699735641479
23104318,-7.97061622231479
23104320,-7.68613277963085
23104322,-7.96657624451305
23104324,-7.68193666503724
23104328,-7.67162039656126
23104330,-7.35556141053216
23104332,-6.96339702606201
23104334,-8.09691001300806
23104340,-7.64016451766011
23104342,-7.60380065290426
23104346,-5.53908910731759
23104348,-7.46218090492673
23104350,-6.91506642506328
23104352,-7.32239304727951
23104354,-8.35654732351381
23104356,-7.56224943717961
23104358,-7.69680394257951
23104360,-7.70774392864352
23104364,-7.47237009912866
23104366,-6.09903237608088
23104368,-7.24132537841797
23104370,-6.65423430688551
23104374,-7.39147396642281
23104376,-8.05551732784983
23104380,-8.07681941986084
23104382,-7.96657624451305
23104384,-8.31875876262441
23104386,-7.80166959762573
23104390,-6.54729377348897
23104392,-9.13022804260254
23104396,-8.48148606012211
23104400,-8.72124639904717
23104402,-7.83268266525182
23104404,-7.93167448043823
23104408,-6.88806572366732
23104410,-7.86966623150499
23104412,-7.63638802010786
23104414,-8.30720806121826
23104416,-7.59594440460205
23104418,-8.14349937438965
23104420,-7.85078088734462
23104422,-7.59516628338006
23104426,-6.77780395369828
23104430,-6.42435038524478
23104434,-7.09406518936157
23104438,-7.25298976898193
23104440,-8.20065945054642
23104444,-7.13727247168203
23104450,-9.16244506835938
23104454,-8.06426239013672
23104456,-7.60380065290426
23104458,-8.14874165128093
23104462,-8.40388202667236
23104464,-7.09799710864927
23104466,-8.28835964202881
23104468,-8.01772876696043
23104470,-7.87478065490723
23104472,-8.92081875395237
23104474,-6.56431486205837
23104476,-7.61978875828839
23104478,-8.71903133392334
23104480,-8.83503913879395
23104484,-7.84466396253494
23104486,-8.00436480540245
23104490,-7.74232142513082
23104492,-5.47546108405527
23104494,-6.77598518862714
23104496,-6.93144310492764
23104500,-8.33724216831843
23104502,-5.62358730300878
23104508,-5.61576040921077
23104510,-7.88272870434424
23104514,-7.98716277529483
23104518,-7.74017858505249
23104520,-6.70882190102301
23104528,-6.12084675381575
23104530,-6.79263496253093
23104536,-5.79215028886947
23104540,-8.20760831050175
23104544,-8.14636039733887
23104546,-9.21392631530762
23104550,-8.07058107428571
23104554,-7.93181413825384
23104556,-8.01772876696043
23104558,-5.73650595827812
23104564,-7.79588001734407
23104570,-8.24412514432751
23104572,-6.56019378860667
23104574,-7.70114692359029
23104576,-8.02227639471115
23104578,-8.4551830291748
23104580,-7.80134291304558
23104584,-7.94309514866353
23104586,-4.41778091018419
23104590,-7.88941028970075
23104594,-6.84466396253494
23104600,-5.37283253344906
23104602,-6.535808629359
23104604,-8.2839966563652
23104606,-4.39362764317431
23104612,-7.84771165561694
23104614,-8.20760831050175
23104616,-6.10061729446674
23104618,-8.37030982971191
23104626,-5.75259143807843
23104628,-6.84618513565547
23104640,-8.22914798835786
23104644,-8.72124639904717
23104650,-8.24412514432751
23104652,-8.09691001300806
23104654,-7.10347378251045
23104660,-8.09691001300806
23104662,-5.12459143992294
23104664,-9.5350513458252
23104670,-8.38721614328026
23104672,-6.48254017345977
23104674,-10.2206077575684
23104676,-7.22767829327708
23104678,-6.80134291304558
23104684,-7.79179763793945
23104686,-7.97881070093006
23104688,-8.56863623584101
23104692,-8.19382002601611
23104694,-6.53268793701945
23104696,-7.48148606012211
23104698,-8.0268721464003
23104700,-6.2498774732166
23104706,-6.95194682688439
23104708,-6.26121944151563
23104712,-5.19572127436899
23104718,-7.89619627904404
23104720,-6.21317762050081
23104724,-8.20760831050175
23104728,-8.08920955657959
23104730,-7.96013355255127
23104734,-7.45099673797421
23104736,-5.0008871859491
23104738,-6.78172714642855
23104740,-5.68897071100047
23104742,-7.75448733218585
23104744,-8.09691001300806
23104746,-7.84466396253494
23104748,-8.4089353929735
23104752,-8.03621217265444
23104754,-6.47185492174689
23104756,-7.08301995267962
23104760,-6.86106605974308
23104762,-7.96257350205938
23104764,-8.61694431304932
23104766,-7.22767829327708
23104768,-5.96373050425718
23104770,-6.67450523376465
23104774,-5.61239663871544
23104776,-8.04095860767891
23104782,-6.50612388914718
23104784,-7.49214412830417
23104786,-8.44369749923271
23104788,-8.22914798835786
23104790,-8.07572071393812
23104792,-6.14776406058811
23104794,-4.76841936256011
23104796,-5.87477906368344
23104800,-8.32790214206428
23104804,-6.67060212063896
23104806,-7.83863199776502
23104808,-5.7743806186666
23104810,-7.51712641639125
23104812,-8.15490195998574
23104814,-7.86555480957031
23104818,-8.3767507096021
23104820,-8.38721614328026
23104822,-7.03715731879876
23104824,-5.25591051781874
23104828,-8.48148606012211
23104830,-8.13667713987954
23104832,-7.51004152057517
23104834,-6.25892722762668
23104836,-8.15490195998574
23104840,-8.0087739243075
23104848,-6.84801760454253
23104850,-6.05665390164341
23104852,-4.8981983955004
23104854,-8.13667713987954
23104858,-8.24412514432751
23104864,-5.17686740218535
23104866,-6.33582829463807
23104868,-5.81295895995767
23104874,-8.06048074738138
23104876,-6.07114346641809
23104878,-6.47200644131271
23104880,-7.84163750790475
23104886,-5.55509683720454
23104888,-7.75202673363819
23104890,-8.44369749923271
23104892,-4.59718636476586
23104894,-7.01002407073975
23104896,-8.00436480540245
23104904,-7.57839607313017
23104910,-8.30102999566398
23104912,-6.49866682135443
23104914,-7.1059398651123
23104916,-5.64005074361713
23104918,-6.31930197030236
23104920,-6.72376804207817
23104924,-7.75448733218585
23104926,-7.04624030826677
23104928,-8.33859825134277
23104930,-7.68613277963085
23104932,-5.26170470656666
23104934,-6.53895190832934
23104938,-6.99028396606445
23104940,-5.06275801773815
23104946,-7.39147396642281
23104948,-7.86966623150499
23104950,-8.63827216398241
23104952,-7.81247927916354
23104954,-5.91966420485883
23104956,-8.13667713987954
23104958,-7.67985371388895
23104960,-8.34678748622466
23104962,-6.58402558862343
23104964,-7.84466396253494
23104968,-8.11289405822754
23104970,-6.4834646261042
23104972,-7.52143350440616
23104976,-5.2076083489026
23104978,-9.32590866088867
23104980,-7.74472749489669
23104982,-7.27736607746619
23104984,-8.60205999132796
23104986,-7.15552282425432
23104988,-4.82946639162447
23104990,-7.36855623098683
23104992,-5.05895093453614
23104994,-7.6675615400844
23104998,-5.0249084071657
23105000,-5.91717873906067
23105002,-8.02227639471115
23105004,-5.5532860538929
23105006,-7.57839607313017
23105008,-5.89262041719555
23105010,-7.73992861201492
23105016,-5.70934538660399
23105018,-7.72124639904717
23105020,-8.79727935791016
23105024,-5.00759672190955
23105028,-7.82102305270683
23105034,-5.926758352388
23105036,-5.95124754230051
23105038,-6.52929557027721
23105040,-7.7594507517174
23105042,-5.66120496836819
23105044,-6.94309514866353
23105048,-5.67371365657511
23105050,-7.08884239126002
23105056,-5.87592344060953
23105058,-7.81247927916354
23105060,-7.32422165832592
23105066,-4.99298295464019
23105068,-7.44977164694491
23105070,-7.24565166428898
23105072,-5.25901314241677
23105074,-7.58670023591875
23105076,-6.23091821288178
23105078,-7.1001794975729
23105080,-6.50570623133467
23105082,-7.64781748188864
23105084,-4.92328323866602
23105086,-7.86012091359876
23105088,-7.25884840114821
23105090,-6.19784224681304
23105092,-8.15490195998574
23105094,-4.94947867872618
23105096,-5.69728164957748
23105100,-5.54275412165926
23105102,-6.29396533928565
23105104,-7.79031372070312
23105106,-6.18428946021104
23105108,-5.35071383173938
23105110,-7.19791074211827
23105112,-6.15614457737684
23105114,-6.97021052916814
23105116,-8.16115090926274
23105118,-4.88006373152856
23105120,-5.00216382514569
23105122,-6.31948319061874
23105124,-4.92916440963745
23105126,-6.75970041799729
23105128,-5.01940584422378
23105134,-8.73531246185303
23105136,-7.31785492362617
23105138,-7.18177410638604
23105140,-5.12595907866263
23105142,-5.86106605974308
23105144,-7.37365963262496
23105146,-6.55160289654223
23105150,-6.54353748365874
23105152,-6.55814782422671
23105154,-8.22390556335449
23105156,-5.49623654629058
23105158,-5.94298087567723
23105160,-8.30980391997149
23105162,-5.98661498225031
23105164,-5.76621728491505
23105166,-7.66154350639539
23105168,-6.73873713120751
23105170,-7.58169870868025
23105172,-5.40690231582552
23105174,-5.77525410027638
23105176,-7.68824613894425
23105178,-6.02904906565458
23105180,-8.05060999335509
23105182,-7.20690839982342
23105184,-5.60744373170493
23105186,-5.84967346350129
23105188,-6.63808338133136
23105190,-6.98547946124208
23105192,-7.20760831050175
23105194,-6.81987412483595
23105196,-6.86012091359876
23105198,-5.3658041362232
23105200,-8.02227639471115
23105202,-7.97061622231479
23105204,-5.63806450757885
23105206,-6.61510920346945
23105208,-7.86327943284359
23105210,-5.37099838071301
23105212,-7.88605664769316
23105214,-7.6675615400844
23105216,-8.2839966563652
23105218,-5.32649988149415
23105220,-5.36593606042811
23105222,-5.46352236112873
23105224,-6.80882854427144
23105226,-5.54518561786665
23105228,-6.29081487044975
23105230,-6.61971060805669
23105232,-7.25649023527157
23105234,-6.6272720591144
23105236,-5.46589770861222
23105238,-8.03621217265444
23105240,-7.86966623150499
23105242,-6.16159172150581
23105244,-5.24898278369259
23105246,-8.18045606445813
23105248,-5.45567078169081
23105250,-5.32807876546357
23105252,-5.25196015505597
23105254,-6.17483362774345
23105256,-7.04287180232319
23105258,-5.25113504172544
23105260,-5.0181089409825
23105262,-5.54425910311913
23105264,-6.15329185454399
23105266,-8.52743530273438
23105268,-6.42105409869989
23105270,-5.5230586835442
23105272,-8.35654732351381
23105274,-5.09916454913677
23105276,-5.48169829179771
23105278,-7.78859949111938
23105280,-8.89336585998535
23105282,-8.50863830616573
23105284,-8.20065945054642
23105286,-5.12857394841976
23105288,-7.80134291304558
23105290,-6.34007106342873
23105292,-5.5202763671988
23105294,-6.14883889173829
23105296,-5.66707701662554
23105298,-6.16979193531217
23105300,-5.55710336088131
23105302,-5.09726302070341
23105304,-6.96177736163128
23105306,-6.19443306627216
23105308,-8.34678748622466
23105310,-8.24412514432751
23105312,-8.46945190429688
23105314,-5.4240159088715
23105316,-9.45447635650635
23105318,-4.67593986592272
23105320,-5.41814861628717
23105322,-4.4558736400204
23105324,-4.98610450562474
23105326,-6.22804525103605
23105328,-5.85669680049042
23105330,-5.67680470450401
23105332,-4.71554334489283
23105334,-5.27192695472768
23105336,-5.4103347049437
23105338,-4.50466337500798
23105340,-4.61245357110263
23105342,-5.65520714162718
23105344,-5.60662102972674
23105346,-5.66432323283052
23105348,-5.33471549335592
23105350,-4.99870581202265
23105352,-4.5687794157697
23105354,-4.59478883246817
23105356,-5.03246342262179
23105358,-5.12469294042662
23105360,-4.94785263585708
23105362,-5.35652271338462
23105364,-4.79166026166134
23105366,-5.13260912443755
23105368,-4.87805199328474
23105370,-5.13521753639201
23105372,-5.05059637485412
23105374,-5.05054688961239
23105376,-4.91169864028845
23105378,-5.14231550191217
23105382,-9.22879123687744
23105384,-10.0163221359253
23105386,-10.1052751541138
23105388,-9.72822284698486
23105390,-9.77610301971436
23105392,-8.89260768890381
23105394,-10.2525367736816
23105396,-10.137318611145
23105398,-10.179801940918
23105400,-9.1044282913208
23105402,-9.06197071075439
23105404,-9.44941520690918
23105406,-9.79223823547363
23105408,-8.9006814956665
23105410,-8.56863623584101
23105412,-4.90543504528069
23105414,-9.30809688568115
23105416,-7.40871477127075
23105418,-8.72500896453857
23105420,-7.33733129501343
23105422,-9.62285327911377
23105424,-8.4346809387207
23105426,-9.52287874528034
23105428,-10.0015020370483
23105430,-9.99706649780273
23105432,-9.38906764984131
23105434,-9.10324192047119
23105436,-9.72424602508545
23105438,-9.70873260498047
23105440,-9.84007549285889
23105442,-7.26781606674194
23105444,-9.1231861114502
23105446,-9.56241607666016
23105450,-9.66447353363037
23105452,-9.27259731292725
23105454,-10.402027130127
23105456,-9.74145317077637
23105458,-9.92988967895508
23105460,-8.6918478012085
23105462,-8.43472671508789
23105464,-8.63163471221924
23105466,-8.97659206390381
23105468,-8.89839172363281
23105470,-8.87735462188721
23105472,-8.79123687744141
23105474,-8.75135517120361
23105476,-9.20921516418457
23105478,-9.3530158996582
23105480,-9.30347061157227
23105482,-8.96593570709229
23105484,-9.01014709472656
23105486,-8.92709732055664
23105488,-9.27969074249268
23105490,-9.72360897064209
23105492,-9.22294521331787
23105494,-9.2198657989502
23105496,-10.08469581604
23105498,-9.60569095611572
23105500,-9.76093101501465
23105502,-8.31716346740723
23105504,-8.39303970336914
23105506,-9.1352014541626
23105508,-9.21938610076904
23105510,-7.61798295742513
23105524,-8.98584365844727
23105530,-9.48855686187744
23105532,-9.04238510131836
23105534,-8.98490238189697
23105682,-9.92240238189697
23105708,-8.97780513763428
23105948,-9.25242710113525
23105950,-9.19075489044189
23105956,-8.9618091583252
23105960,-9.67220783233643
23105988,-8.72518920898438
23105990,-9.65245056152344
23105994,-8.88605664769316
23105996,-9.68886947631836
23106004,-10
23106042,-10
23106044,-8.2043342590332
23106048,-8.36653154442041
23106096,-8.21457576751709
23106144,-9.96081161499023
23106146,-10.0931272506714
23106148,-9.74156093597412
23106162,-9.26255512237549
23106166,-8.08308792114258
23106168,-9.56228637695312
23106202,-9
23106206,-8.26760624017703
23106226,-8.88757705688477
23106300,-9.8269624710083
23106318,-10.066915512085
23106320,-10.2291603088379
23106322,-9.89840316772461
23106324,-10.2594614028931
23106326,-10.3223094940186
23106334,-9.61462211608887
23106338,-9.66407012939453
23106346,-9.38790607452393
23106354,-9.88919067382812
23106372,-9.52287874528034
23106374,-9.69897000433602
23106380,-9.69897000433602
23106398,-8.4089353929735
23106400,-9.67511463165283
23106404,-8.92081875395237
23106408,-8.36661911010742
23106412,-10.1323595046997
23106414,-9.04575749056067
23106418,-8.56863623584101
23106422,-8.42021640338319
23106494,-8.36355781555176
23106498,-8.81739616394043
23106500,-9.52287874528034
23106506,-9.88059425354004
23106520,-10.105996131897
23106562,-9.32395553588867
23106614,-9.29752540588379
23106616,-8.56863623584101
23106618,-8.82390874094432
23106620,-8.74472749489669
23106622,-9.30102999566398
23106624,-9.46819400787354
23106632,-8.09691001300806
23106640,-9.26225566864014
23106898,-8.14322376251221
23106914,-8.2839966563652
23106926,-9.01769828796387
23106960,-8.60205999132796
23106966,-8.03621217265444
23107012,-9.65267562866211
23107032,-8.79588001734407
23107034,-8.96539974212646
23107212,-7.93930215964639
23107224,-7.7355318069458
23107226,-8.03822422027588
23107282,-9.66349792480469
23107296,-9.4562873840332
23107314,-9.22184874961636
23107316,-9.30102999566398
23107318,-10
23107320,-8.92081875395237
23107322,-9.21238994598389
23107324,-9.82077980041504
23107326,-8.13076828026902
23107330,-9.72755336761475
23107332,-10.2581691741943
23107334,-8.19382002601611
23107336,-8.82390874094432
23107340,-9.39794000867204
23107342,-8.72124639904717
23107344,-8.88605664769316
23107346,-8.14874165128093
23107348,-8.3767507096021
23107356,-8.21467016498923
23107406,-9.04575749056067
23107408,-9.22184874961636
23107410,-9.82697582244873
23107412,-7.97061622231479
23107416,-9.82130336761475
23107464,-8.23657200643706
23107466,-7.84466396253494
23107468,-8.11918640771921
23107470,-8.34678748622466
23107472,-8.39794000867204
23107474,-8.18708664335714
23107476,-7.67985371388895
23107478,-8.19382002601611
23107480,-7.89279003035213
23107482,-8.22914798835786
23107484,-8.89541530609131
23107486,-7.87614835903291
23107490,-7.42250820016277
23107492,-8.01772876696043
23107494,-7.83564714421556
23107496,-7.85078088734462
23107498,-8.30980391997149
23107512,-9.3694372177124
23107514,-9.3539400100708
23107522,-7.82390874094432
23107524,-9.32058334350586
23107526,-8.02227639471115
23107528,-7.76447155309245
23107530,-7.98716277529483
23107532,-7.87614835903291
23107534,-8.2839966563652
23107536,-7.67778070526608
23107538,-7.65560772631489
23107540,-9.00060749053955
23107542,-7.96657624451305
23107544,-8.05551732784983
