"comid","logq_hz_vertical_m_div_s_fill"
23103336,-7.44490555142168
23103338,-4.69019966033285
23103340,-8.87416744232178
23103344,-7.63078414258986
23103346,-8.10237290870956
23103348,-6.76368240196655
23103350,-6.82044820883481
23103352,-7.14508697769214
23103356,-4.79947064480263
23103360,-8.41201400756836
23103362,-7.61618463401957
23103364,-7.61618463401957
23103366,-7.65169513695184
23103368,-7.86012091359876
23103370,-7.61901378631592
23103372,-8.07058107428571
23103374,-4.1564097595907
23103376,-5.24917437148496
23103378,-4.66087441576474
23103380,-7.3269790928711
23103382,-7.45222529461218
23103384,-7.73754891026957
23103388,-7.23882418684427
23103390,-6.70996538863748
23103392,-7.58169870868025
23103394,-7.98716277529483
23103396,-5.55364926541769
23103398,-7.98716277529483
23103400,-5.72667457572488
23103402,-6.34814073075305
23103404,-7.41566877563247
23103406,-7.50062370300293
23103408,-7.30539480106643
23103410,-7.29756946355447
23103412,-6.64016451766011
23103418,-7.58169870868025
23103420,-7.23507701535011
23103422,-7.65364702554936
23103424,-8.01322826573375
23103430,-4.18848826198227
23103432,-4.44428814916847
23103438,-7.54515513999149
23103440,-6.9762359971826
23103444,-8.15576362609863
23103446,-6.84489301942434
23103448,-6.98380264648756
23103450,-7.56703070912559
23103454,-7.49757288001557
23103458,-4.98661262314395
23103460,-7.3777859770337
23103462,-7.54363396687096
23103464,-6.1643728337901
23103466,-7.60364532470703
23103468,-7.14146280243036
23103470,-7.93554201077308
23103472,-4.46894470586325
23103474,-4.98260615918492
23103476,-6.97715938912347
23103478,-7.4672456210075
23103480,-7.91364016932525
23103482,-7.24108810760203
23103484,-6.52636707312616
23103486,-7.67571754470231
23103488,-7.53313237964589
23103490,-7.82681373158773
23103492,-7.84466396253494
23103494,-7.1249387366083
23103496,-4.6097855945832
23103498,-7.56066730616974
23103500,-8.16115090926274
23103502,-7.46092390120722
23103504,-7.25414480482627
23103506,-6.84955059053912
23103508,-7.46980030179692
23103510,-7.50584540598156
23103512,-4.98055700017504
23103514,-6.30174253462168
23103516,-8.96977519989014
23103518,-7.94868946075439
23103520,-7.4672456210075
23103524,-4.92543083373764
23103526,-7.54060751224077
23103528,-5.07769925316725
23103532,-7.36251027048749
23103534,-7.84771165561694
23103536,-7.5003129173816
23103538,-7.40011692792631
23103540,-7.54211810326601
23103542,-7.34390179798717
23103544,-7.87614835903291
23103548,-7.50863830616573
23103552,-8.20044040679932
23103554,-8.07058107428571
23103556,-5.25061958838861
23103558,-5.18016997965252
23103560,-6.82246350007014
23103562,-7.47886191629596
23103564,-7.71219827006977
23103566,-7.44490555142168
23103568,-6.57741016014852
23103570,-7.17134010346468
23103572,-6.41646118074565
23103574,-7.22621355501881
23103580,-8.03621217265444
23103582,-7.76447155309245
23103584,-7.46852108295774
23103586,-6.47340229089655
23103588,-7.29843201494407
23103590,-7.36754270781528
23103592,-7.04866248120408
23103594,-7.43062609038495
23103596,-5.06064084126658
23103600,-5.91818699540812
23103602,-7.28903688100472
23103604,-8.484299659729
23103608,-7.84771165561694
23103610,-7.11520463605102
23103612,-7.11861534322943
23103614,-8.91888618469238
23103616,-7.44009337496389
23103618,-6.64685345378602
23103622,-5.58770547311449
23103624,-8.38721614328026
23103626,-7.65169513695184
23103628,-6.77598518862714
23103630,-8.52287874528034
23103632,-4.49137262079311
23103634,-6.89756629431866
23103636,-7.03245202378114
23103638,-5.04263219156847
23103640,-7.26600071346161
23103642,-7.16685288808721
23103644,-6.70641648650388
23103646,-7.41341269532824
23103648,-5.02231754034795
23103650,-6.89279003035213
23103652,-7.47755576649368
23103654,-7.6252516539899
23103656,-7.50307035192678
23103660,-7.30539480106643
23103662,-6.92775010238649
23103666,-4.0386391690749
23103668,-7.89619627904404
23103670,-7.45099673797421
23103674,-8.76955107862173
23103676,-5.38735608965032
23103678,-7.97881070093006
23103680,-5.14673887335222
23103682,-8.16115090926274
23103684,-7.26121944151563
23103686,-7.59859945921846
23103688,-4.99523970473232
23103690,-6.73778629452358
23103692,-4.88444273842317
23103696,-6.8699880503281
23103700,-7.9880690574646
23103702,-7.43179827593301
23103704,-7.53910215724345
23103706,-7.86012091359876
23103710,-8.33715915679932
23103712,-4.43690454513671
23103716,-7.86012091359876
23103718,-7.78251605578609
23103720,-7.83863199776502
23103722,-5.50965601044319
23103724,-8.84112644195557
23103726,-4.57664524394142
23103728,-8.23657200643706
23103730,-9
23103732,-7.63638802010786
23103736,-6.87419354186047
23103738,-6.94923368876696
23103742,-4.88986635940518
23103744,-7.2839966563652
23103746,-8.52767658233643
23103748,-7.95078197732982
23103750,-7.47237009912866
23103752,-7.35457773065091
23103756,-7.67985371388895
23103758,-7.28149831113273
23103760,-6.93367407463796
23103764,-4.57804285777528
23103766,-8.25900554656982
23103768,-4.8736726187394
23103770,-7.63638802010786
23103772,-7.42021640338319
23103774,-6.97142874730746
23103776,-7.54060751224077
23103778,-7.67571754470231
23103780,-7.9932107925415
23103782,-6.3763372926438
23103784,-7.91364016932525
23103786,-7.46852108295774
23103788,-4.89978186911818
23103790,-7.49485002168009
23103792,-8.4089353929735
23103794,-7.34872198600186
23103796,-5.39875585008872
23103798,-8.74472749489669
23103800,-6.53521248035406
23103802,-7.27984069659404
23103804,-7.2958494831602
23103806,-7.26121944151563
23103808,-7.25258819211358
23103810,-4.95379065096748
23103812,-4.81780687742919
23103814,-5.42934464251588
23103816,-5.1621587002201
23103820,-8.24412514432751
23103822,-5.09398899065126
23103824,-8.03523540496826
23103826,-7.23433144524099
23103828,-8.46852108295774
23103830,-7.54211810326601
23103832,-6.20294030530003
23103834,-10
23103838,-7.90308998699194
23103840,-7.40560744962457
23103842,-9.43638801574707
23103844,-6.83509879588722
23103846,-8.31875876262441
23103848,-6.67468962828894
23103850,-7.86012091359876
23103852,-7.92445303860747
23103854,-6.8174729347229
23103856,-7.34872198600186
23103858,-6.01618585445711
23103860,-5.94450699332215
23103862,-7.66154350639539
23103864,-4.90007120378383
23103866,-7.29157909986529
23103868,-6.43262069234902
23103870,-5.66106564702361
23103872,-5.82617296434642
23103874,-5.55411137092599
23103876,-6.96337110463784
23103878,-4.07231571481885
23103880,-5.87124542730931
23103882,-5.82454617374952
23103884,-9.23847198486328
23103886,-7.04383156952464
23103888,-5.99878567471382
23103890,-7.27901425584626
23103892,-7.10182351650232
23103894,-7.23210238398191
23103896,-7.24641694110709
23103900,-8.36653154442041
23103902,-8.11918640771921
23103904,-5.72515959958809
23103906,-6.78409818679597
23103908,-5.15727221916723
23103910,-7.30539480106643
23103912,-8.22914798835786
23103914,-4.69541975976731
23103916,-7.39902710431325
23103918,-8.0268721464003
23103920,-7.35654732351381
23103922,-8.39794000867204
23103924,-8.09151498112135
23103926,-8.41915225982666
23103928,-4.6083363863814
23103932,-8.98965072631836
23103934,-8.27572413039921
23103936,-10
23103938,-4.34298565875861
23103940,-8.55284196865778
23103942,-7.1605219526258
23103944,-4.41103911026314
23103946,-5.26507482754216
23103948,-8.39970588684082
23103950,-7.07520400420209
23103952,-4.82964234548699
23103954,-4.2392964218836
23103956,-7.43297363384094
23103958,-5.25279981860878
23103960,-7.48678239993206
23103962,-7.39469495385889
23103964,-7.64397414280688
23103966,-7.82390874094432
23103968,-7.73754891026957
23103970,-7.92811799269387
23103972,-5.38292976794304
23103974,-8.9769868850708
23103976,-5.16546978379067
23103978,-7.21112488422458
23103980,-6.96257350205938
23103984,-8.29756164550781
23103986,-5.30795807891309
23103990,-8.63827216398241
23103992,-7.8069019317627
23103994,-5.45093610720614
23103998,-7.58670023591875
23104000,-5.94271435558178
23104002,-9.30102999566398
23104004,-8.1249387366083
23104006,-5.79914950190892
23104008,-8.38213920593262
23104010,-8.24125289916992
23104012,-7.04143611677803
23104014,-8.50304985046387
23104016,-7.72353819582676
23104018,-8.25521945953369
23104020,-7.53752946853638
23104022,-8.34678748622466
23104024,-8.95860731484177
23104026,-8.8349781036377
23104028,-8.35600185394287
23104030,-3.61157261427488
23104036,-7.3269790928711
23104038,-7.60380065290426
23104040,-9.37021827697754
23104042,-7.64206515299955
23104044,-7.55129368009492
23104046,-5.44448158399439
23104048,-5.51298315810084
23104050,-3.74800201009719
23104052,-7.01322826573375
23104054,-7.48811663902113
23104056,-6.99267904707726
23104058,-7.53461714855158
23104060,-7.27408836770495
23104062,-5.04850477154343
23104064,-5.41679719162537
23104068,-5.00037067831042
23104070,-7.43770713554353
23104072,-7.85387196432176
23104076,-8.49485002168009
23104080,-7.24108810760203
23104082,-5.00950239661841
23104084,-8.05012989044189
23104086,-7.13966199342901
23104088,-5.13162851662124
23104090,-7.3045183235098
23104092,-7.24108810760203
23104094,-4.83950936380438
23104096,-4.98820313005954
23104098,-7.91721462968355
23104100,-7.06752623532285
23104102,-7.65364702554936
23104104,-8.29242982390206
23104106,-7.28232949699774
23104108,-5.12348886256144
23104110,-4.62639118436888
23104112,-4.9404717563552
23104114,-7.70333480973847
23104116,-4.85332858688545
23104118,-7.76700388960785
23104120,-7.31695296176115
23104124,-9.2590970993042
23104126,-8.69401836395264
23104128,-8.0087739243075
23104130,-7.02136305161553
23104132,-5.48647610388625
23104134,-9.43889808654785
23104138,-7.67571754470231
23104140,-6.13095189825572
23104142,-7.12262865413023
23104144,-9.38752555847168
23104146,-8.93521022796631
23104148,-7.45967052520913
23104150,-6.11611154211152
23104152,-7.79588001734407
23104154,-7.20760831050175
23104156,-7.94692155651658
23104158,-8.33944416046143
23104160,-5.00632878037841
23104162,-4.7704171966014
23104164,-6.07977228854307
23104166,-5.13523335030907
23104168,-4.82206535199843
23104170,-8.77084732055664
23104172,-5.64553785324097
23104174,-5.33276191257758
23104176,-7.35066514128786
23104178,-6.70663744528855
23104180,-8.30102999566398
23104182,-9.55022811889648
23104184,-7.32239304727951
23104186,-8.77211666107178
23104190,-7.68402965454308
23104192,-9.43262004852295
23104194,-9.02532291412354
23104196,-7.22767829327708
23104198,-9.69897000433602
23104200,-5.02929765014839
23104202,-8.02227639471115
23104204,-7.35066514128786
23104206,-8.95860731484177
23104208,-6.48704892002751
23104210,-4.7306807081684
23104212,-7.40560744962457
23104214,-7.36451625318509
23104216,-7.82102305270683
23104218,-8.69897000433602
23104220,-7.53017798402184
23104222,-7.60380065290426
23104224,-7.89279003035213
23104226,-5.48429596020831
23104228,-8.0026273727417
23104232,-8.95860731484177
23104234,-8.61202812194824
23104236,-7.23657200643706
23104238,-7.58670023591875
23104240,-8.88081836700439
23104242,-7.55752023093555
23104244,-7.25963731050576
23104246,-7.48148606012211
23104248,-7.43951797485352
23104250,-7.27818938478745
23104252,-4.87145177920646
23104254,-7.63078414258986
23104256,-7.08565684288056
23104258,-7.27654432796481
23104260,-7.96296739578247
23104262,-6.233735909348
23104264,-7.62342304294349
23104266,-5.82437223563282
23104268,-7.31069114087638
23104270,-7.44129142946683
23104272,-7.41680122603138
23104274,-6.64839692758087
23104276,-8.67778070526608
23104278,-7.36754270781528
23104280,-7.36251027048749
23104282,-6.76776647888527
23104284,-7.43179827593301
23104286,-7.86646109162978
23104288,-7.29499204066666
23104290,-7.24805974960327
23104292,-8.21467016498923
23104294,-7.93930215964639
23104296,-7.38827669199266
23104298,-7.37571790416433
23104300,-7.44733178388781
23104302,-6.1683861446909
23104304,-8.64879608154297
23104306,-7.48811663902113
23104310,-7.42829116819131
23104312,-7.42596873227228
23104316,-8.73691844940186
23104318,-8.18708664335714
23104320,-7.27408836770495
23104322,-8.06550154875643
23104324,-6.58485964780413
23104328,-8.26760624017703
23104330,-5.77871620050731
23104332,-5.62850379943848
23104334,-10
23104340,-9.30102999566398
23104342,-7.85078088734462
23104346,-5.53908910731759
23104348,-7.08884239126002
23104350,-6.57560844558972
23104352,-6.4182778400509
23104354,-8.56863623584101
23104356,-7.31247103878537
23104358,-7.30803489723264
23104360,-7.98296666070122
23104364,-6.79021698515148
23104366,-6.08726112892638
23104368,-5.01712750455034
23104370,-6.32985181909536
23104374,-7.57511836336893
23104376,-7.41680122603138
23104380,-8.82216930389404
23104382,-9.22184874961636
23104384,-9.04575749056067
23104386,-8.61760807037354
23104390,-5.68062324194175
23104392,-9.11580467224121
23104396,-7.90657831483777
23104400,-7.88941028970075
23104402,-9.09691001300806
23104404,-8.52945995330811
23104408,-5.95707026665684
23104410,-7.32057210338788
23104412,-7.34198860334289
23104414,-6.66514431038271
23104416,-8.41217803955078
23104418,-6.46801044858745
23104420,-7.37263414340727
23104422,-9.52287874528034
23104426,-6.30768316502325
23104430,-5.97183558057553
23104434,-6.96108341217041
23104438,-5.22958986848609
23104440,-7.85387196432176
23104444,-6.64975198166584
23104450,-7.46344155742847
23104454,-8.08858013153076
23104456,-6.3873220816835
23104458,-7.47755576649368
23104462,-8.15223979949951
23104464,-6.67530608613823
23104466,-8.30208015441895
23104468,-7.44977164694491
23104470,-7.83438920974731
23104472,-7.74957999769111
23104474,-5.77892498338828
23104476,-7.09636748391576
23104478,-7.28316227670048
23104480,-8.19293117523193
23104484,-7.26042765554991
23104486,-7.5016894462104
23104490,-5.9267950435114
23104492,-5.02810244311895
23104494,-5.44872082558302
23104496,-5.70049270129951
23104500,-7.51286162452281
23104502,-4.7432820630627
23104508,-5.61576040921077
23104510,-6.97142874730746
23104514,-7.45967052520913
23104518,-8.67056179046631
23104520,-7.0195421077239
23104528,-6.03989576305383
23104530,-6.79479563605186
23104536,-5.3196876857814
23104540,-8.20760831050175
23104544,-8.86982345581055
23104546,-7.74181413650513
23104550,-9.69897000433602
23104554,-8.44369749923271
23104556,-8.20065945054642
23104558,-5.39118479837224
23104564,-7.36957212497498
23104570,-7.27901425584626
23104572,-6.0127135773077
23104574,-8.53760200210104
23104576,-8.58502665202918
23104578,-8.53978443145752
23104580,-8.34678748622466
23104584,-7.38827669199266
23104586,-4.38543939289262
23104590,-8.2839966563652
23104594,-6.00634337138454
23104600,-5.37283253344906
23104602,-5.52684891686926
23104604,-8.58502665202918
23104606,-4.39362764317431
23104612,-7.50307035192678
23104614,-5.65902078339636
23104616,-5.01587815637229
23104618,-8.97103214263916
23104626,-5.61067715224201
23104628,-5.85870703991841
23104640,-7.5185573714977
23104644,-7.53760200210104
23104650,-7.63827216398241
23104652,-8.2518119729938
23104654,-6.26939648225697
23104660,-7.52143350440616
23104662,-4.99800705566344
23104664,-7.68613277963085
23104670,-7.33348201944512
23104672,-5.80037347265873
23104674,-8.48145484924316
23104676,-6.67902332265718
23104678,-6.26304604621685
23104684,-8.71383380889893
23104686,-7.84466396253494
23104688,-7.43770713554353
23104692,-7.42250820016277
23104694,-5.37833567100755
23104696,-6.7972393126068
23104698,-7.66154350639539
23104700,-5.03121828491479
23104706,-6.36431523745278
23104708,-5.65713197593294
23104712,-5.19572127436899
23104718,-8.18708664335714
23104720,-4.97225501765259
23104724,-7.69897000433602
23104728,-9.32388782501221
23104730,-8.5128288269043
23104734,-6.71624661666747
23104736,-5.0008871859491
23104738,-6.5973906511774
23104740,-5.68897071100047
23104742,-7.29929628285498
23104744,-8.2518119729938
23104746,-7.33724216831843
23104748,-7.46092390120722
23104752,-7.29756946355447
23104754,-5.29370904274124
23104756,-6.40022606085361
23104760,-6.28475342380468
23104762,-7.32605800136591
23104764,-8.49234867095947
23104766,-7.73282827159699
23104768,-5.01812392156983
23104770,-5.74529647827148
23104774,-5.27060244076566
23104776,-7.36552272983927
23104782,-4.84649001069916
23104784,-7.6252516539899
23104786,-7.49620931694282
23104788,-7.65169513695184
23104790,-7.27002571430044
23104792,-5.51472741103119
23104794,-4.76841936256011
23104796,-5.02257031666841
23104800,-7.40230481407449
23104804,-5.42589925071355
23104806,-7.02918838912748
23104808,-5.10931365339363
23104810,-6.74884865682465
23104812,-7.3585258894959
23104814,-8.56739234924316
23104818,-7.29756946355447
23104820,-8.16115090926274
23104822,-6.46079840070587
23104824,-4.92649333771918
23104828,-8.79588001734407
23104830,-7.48017200622428
23104832,-6.9734667354767
23104834,-5.76787927461377
23104836,-7.3585258894959
23104840,-7.3269790928711
23104848,-6.55359762807461
23104850,-5.89577926177939
23104852,-4.8981983955004
23104854,-8.76955107862173
23104858,-7.54363396687096
23104864,-5.17686740218535
23104866,-5.14035742109066
23104868,-5.55497743532622
23104874,-8.18708664335714
23104876,-5.74329901690506
23104878,-6.47200644131271
23104880,-7.87614835903291
23104886,-5.51737661389673
23104888,-6.97922451180644
23104890,-8.22184874961636
23104892,-4.59718636476586
23104894,-7.24373388290405
23104896,-7.19722627470802
23104904,-7.67778070526608
23104910,-7.47886191629596
23104912,-5.28123266727895
23104914,-4.74067375571829
23104916,-5.55826579138641
23104918,-6.29275152115138
23104920,-5.66144390899056
23104924,-6.99182581599357
23104926,-8.07058107428571
23104928,-8.73358249664307
23104930,-6.64704608828991
23104932,-5.26170470656666
23104934,-4.84266413790272
23104938,-6.57582712173462
23104940,-4.70491808764077
23104946,-6.74617756129193
23104948,-7.45222529461218
23104950,-7.52287874528034
23104952,-7.52287874528034
23104954,-5.91966420485883
23104956,-7.80687540164554
23104958,-7.80410034759077
23104960,-8.26760624017703
23104962,-6.31112297331095
23104964,-6.8703101078007
23104968,-8.40855884552002
23104970,-6.37823187851402
23104972,-8.2839966563652
23104976,-5.2076083489026
23104978,-9.18815135955811
23104980,-7.66554624884907
23104982,-6.32084475871665
23104984,-7.56224943717961
23104986,-7.93181413825384
23104988,-4.82946639162447
23104990,-8
23104992,-4.89557959567851
23104994,-7.81815641205523
23104998,-4.78407361364685
23105000,-5.63254278130108
23105002,-7.70553377383841
23105004,-5.5532860538929
23105006,-7.40120949323688
23105008,-5.42450177189731
23105010,-7.58169870868025
23105016,-5.70934538660399
23105018,-7.014573525917
23105020,-8.00264453887939
23105024,-4.73363734562958
23105028,-8.14266750356873
23105034,-4.94175866897748
23105036,-5.51261831962897
23105038,-5.86128689012399
23105040,-6.78648224300369
23105042,-5.41629432318168
23105044,-6.10690433390377
23105048,-5.67371365657511
23105050,-6.65891689249949
23105056,-5.87592344060953
23105058,-7.21324857785444
23105060,-6.88008458974201
23105066,-4.99298295464019
23105068,-7.26600071346161
23105070,-6.83803338363593
23105072,-5.25901314241677
23105074,-7.09366495819491
23105076,-6.04830087071393
23105078,-6.95821268102825
23105080,-5.90387758543826
23105082,-7.17327747983101
23105084,-4.92328323866602
23105086,-7.1249387366083
23105088,-6.57675412606319
23105090,-5.44203625332534
23105092,-6.80687540164554
23105094,-4.94947867872618
23105096,-5.69728164957748
23105100,-4.76871556080893
23105102,-5.39689888744922
23105104,-8.36657333374023
23105106,-5.88988409433672
23105108,-4.50494330453726
23105110,-6.80994858224079
23105112,-5.71990653279848
23105114,-6.390085589914
23105116,-7.55595520408192
23105118,-4.88006373152856
23105120,-4.6522783467947
23105122,-4.87319023315241
23105124,-4.73324871063232
23105126,-6.1739900222089
23105128,-4.98522610563387
23105134,-8.03654479980469
23105136,-8.09691001300806
23105138,-6.68718817378791
23105140,-4.98332782620177
23105142,-4.59773689757058
23105144,-7.13548891894161
23105146,-5.11667518107409
23105150,-6.59998036493484
23105152,-6.33408441523981
23105154,-6.57577192930402
23105156,-4.73386183468166
23105158,-5.62800067264599
23105160,-7.88272870434424
23105162,-4.89776152014773
23105164,-5.56663101183534
23105166,-7.7594507517174
23105168,-6.02701233433546
23105170,-6.7851561519523
23105172,-4.94253877700047
23105174,-5.77525410027638
23105176,-6.83003182600311
23105178,-5.64733707604649
23105180,-8.38721614328026
23105182,-6.93442028527155
23105184,-4.90931092753982
23105186,-5.35180533489567
23105188,-6.45672732181524
23105190,-7.10457745396059
23105192,-6.90868484030278
23105194,-5.94657579593066
23105196,-6.59992330741141
23105198,-5.3658041362232
23105200,-6.99783393824349
23105202,-7.70774392864352
23105204,-4.70584204984636
23105206,-6.45753415326253
23105208,-7.61261017366127
23105210,-5.33750353400986
23105212,-6.82246350007014
23105214,-7.14813039927023
23105216,-7.85387196432176
23105218,-4.86274667648284
23105220,-4.92850174081757
23105222,-5.46352236112873
23105224,-4.39331344602524
23105226,-4.44580701355217
23105228,-6.06234083875155
23105230,-6.61971060805669
23105232,-8.09151498112135
23105234,-6.50966075904179
23105236,-5.05842500494966
23105238,-7.35359627377693
23105240,-7.44490555142168
23105242,-4.64917085342784
23105244,-4.87503030277739
23105246,-7.83268266525182
23105248,-5.45567078169081
23105250,-5.32807876546357
23105252,-5.25196015505597
23105254,-5.02387081727905
23105256,-5.79382200248
23105258,-5.25113504172544
23105260,-4.23852029818148
23105262,-5.54425910311913
23105264,-6.06576873641373
23105266,-8.14046859741211
23105268,-6.42105409869989
23105270,-5.5230586835442
23105272,-10
23105274,-5.09916454913677
23105276,-5.48169829179771
23105278,-8.12032222747803
23105280,-6.19907681818678
23105282,-9.15490195998574
23105284,-7.50307035192678
23105286,-5.12857394841976
23105288,-7.70996538863748
23105290,-6.34007106342873
23105292,-5.5202763671988
23105294,-6.14883889173829
23105296,-5.40454680753724
23105298,-6.16979193531217
23105300,-5.55710336088131
23105302,-4.6010517638521
23105304,-5.90682355030375
23105306,-6.19443306627216
23105308,-8.13667713987954
23105310,-8.39794000867204
23105312,-9.08519077301025
23105314,-4.47697291818661
23105316,-8.72735691070557
23105318,-4.67593986592272
23105320,-5.41814861628717
23105322,-4.45346538173059
23105324,-4.98610450562474
23105326,-4.62704287244654
23105328,-5.85669680049042
23105330,-5.67680470450401
23105332,-4.71554334489283
23105334,-5.27192695472768
23105336,-5.4103347049437
23105338,-4.50466337500798
23105340,-4.06430531018105
23105342,-5.65520714162718
23105344,-5.60662102972674
23105346,-5.66432323283052
23105348,-5.33471549335592
23105350,-4.99870581202265
23105352,-4.53481603071657
23105354,-4.59478883246817
23105356,-5.03246342262179
23105358,-5.12469294042662
23105360,-4.69605884211975
23105362,-5.35652271338462
23105364,-4.79166026166134
23105366,-4.17531683811766
23105368,-4.87805199328474
23105370,-5.13521753639201
23105372,-5.05059637485412
23105374,-5.05054688961239
23105376,-4.91169864028845
23105378,-5.14231550191217
23105382,-7.61439372640169
23105384,-8.28247356414795
23105386,-8.07734107971191
23105388,-8.1998233795166
23105390,-8.77006816864014
23105392,-7.34198860334289
23105394,-8.10122585296631
23105396,-7.98520278930664
23105398,-7.79110193252563
23105400,-7.57256507873535
23105402,-7.59859945921846
23105404,-7.68824613894425
23105406,-7.93554201077308
23105408,-7.44249279809434
23105410,-7.59345981956604
23105412,-4.90543504528069
23105414,-7.68402965454308
23105416,-5.26795864105225
23105418,-9.34677505493164
23105420,-7.34520387649536
23105422,-9.33091449737549
23105424,-9.0363712310791
23105426,-7.98716277529483
23105428,-7.93799829483032
23105430,-8.15912818908691
23105432,-7.68824613894425
23105434,-8.7145528793335
23105436,-8.22698020935059
23105438,-7.95589065551758
23105440,-8.84345626831055
23105442,-8.4570837020874
23105444,-8.94454956054688
23105446,-8.26633358001709
23105450,-8.28327941894531
23105452,-8.15293312072754
23105454,-6.71063404847997
23105456,-8.11271667480469
23105458,-8.4957218170166
23105460,-8.87034511566162
23105462,-8.33673572540283
23105464,-9.05311298370361
23105466,-7.36451625318509
23105468,-7.7594507517174
23105470,-7.34775365899668
23105472,-7.05799194697769
23105474,-7.16557929631847
23105476,-7.47625353318844
23105478,-7.62342304294349
23105480,-7.54668165995296
23105482,-7.33068311943389
23105484,-7.37161106994969
23105486,-8.2753381729126
23105488,-7.50723961097316
23105490,-7.59516628338006
23105492,-7.69745302200317
23105494,-7.40011692792631
23105496,-8.25807476043701
23105498,-7.5003129173816
23105500,-8.03004550933838
23105502,-6.04431224968649
23105504,-8.68833541870117
23105506,-9.3719539642334
23105508,-8.48025035858154
23105510,-6.30076949711659
23105524,-10
23105530,-7.53461714855158
23105532,-7.47108329972234
23105534,-7.32975414692588
23105682,-8.11901187896729
23105708,-8.67289257049561
23105948,-8.56435203552246
23105950,-8.83687973022461
23105956,-8.77050399780273
23105960,-7.99139881134033
23105988,-7.88648509979248
23105990,-7.53760200210104
23105994,-7.77211329538633
23105996,-8.04689311981201
23106004,-7.66354026615147
23106042,-7.93554201077308
23106044,-6.05188057561946
23106048,-7.47366072261016
23106096,-6.94106435775757
23106144,-8.89377784729004
23106146,-8.84613800048828
23106148,-8.68896961212158
23106162,-7.29843201494407
23106166,-6.28954413566458
23106168,-8.53334331512451
23106202,-7.86327943284359
23106206,-7.66154350639539
23106226,-8.55404663085938
23106300,-8.84860992431641
23106318,-8.04095860767891
23106320,-8.29720592498779
23106322,-7.9100948885606
23106324,-7.81841802597046
23106326,-8.32141304016113
23106334,-7.65560772631489
23106338,-7.76447155309245
23106346,-8.5174560546875
23106354,-7.80687540164554
23106372,-8.05551732784983
23106374,-7.7281583934635
23106380,-7.87942606879415
23106398,-7.64781748188864
23106400,-8.1471643447876
23106404,-8.04095860767891
23106408,-8.36254978179932
23106412,-8.03151705144606
23106414,-7.69464863055338
23106418,-7.68824613894425
23106422,-7.77469071827414
23106494,-8.47611808776855
23106498,-8.37535190582275
23106500,-8.85387196432176
23106506,-7.99509620666504
23106520,-8.52742385864258
23106562,-7.65169513695184
23106614,-7.4089353929735
23106616,-7.36151074304536
23106618,-7.66154350639539
23106620,-7.38933983691012
23106622,-7.50307035192678
23106624,-7.39902710431325
23106632,-7.40671393297954
23106640,-8.01633834838867
23106898,-7.39673471450806
23106914,-7.7851561519523
23106926,-8.74505043029785
23106960,-7.63827216398241
23106966,-7.5543957967264
23107012,-8.46095943450928
23107032,-7.69680394257951
23107034,-8.94069194793701
23107212,-7.06499684854635
23107224,-5.73645861082842
23107226,-7.04407787322998
23107282,-7.76127433776855
23107296,-7.78972148895264
23107314,-7.53910215724345
23107316,-7.51004152057517
23107318,-8.4089353929735
23107320,-7.51004152057517
23107322,-7.20342566678957
23107324,-7.94050264358521
23107326,-7.3429441471429
23107330,-8.68484783172607
23107332,-8.40458679199219
23107334,-7.62893213772826
23107336,-7.47108329972234
23107340,-8.04095860767891
23107342,-7.84466396253494
23107344,-7.60730304674033
23107346,-7.69250396208679
23107348,-7.40120949323688
23107356,-7.41341269532824
23107406,-6.84496777120903
23107408,-6.87778412172717
23107410,-9.59151363372803
23107412,-6.12470717462899
23107416,-6.45904519107387
23107464,-7.5654310959658
23107466,-7.06148027482351
23107468,-8.27572413039921
23107470,-7.83863199776502
23107472,-7.97061622231479
23107474,-7.32882715728492
23107476,-6.58770749067695
23107478,-7.15242734085789
23107480,-8.19382002601611
23107482,-7.37882371822496
23107484,-8.24912261962891
23107486,-7.73754891026957
23107490,-6.36211018341921
23107492,-6.97592501269257
23107494,-8.3767507096021
23107496,-7.0515870342214
23107498,-8.88605664769316
23107512,-7.59859945921846
23107514,-8.69819736480713
23107522,-7.85698519974591
23107524,-7.28149831113273
23107526,-8.30102999566398
23107528,-7.11463877996849
23107530,-8.45593195564972
23107532,-7.27984069659404
23107534,-7.96257350205938
23107536,-7.3840499483436
23107538,-7.25884840114821
23107540,-7.85079431533813
23107542,-7.76447155309245
23107544,-7.31158017799729
23107546,-8.01322826573375
23107574,-8.08218383789062
23107580,-7.71896663275227
23107584,-6.42181939037222
23107594,-4.75315507273169
23107602,-6.19477108579657
23107606,-6.27861499786377
23107610,-7.33818731446274
23107614,-6.54090921039941
23107618,-7.41005039867429
23107622,-7.15490195998574
23107626,-6.43640027111847
23735691,-5.8980468225228
23751752,-3.23604301361861
23751754,-3.27514371101438
23751756,-3.32638522564501
23751758,-3.28689873229032
23751760,-2.99214549593984
23751762,-3.2679237933414
23751764,-3.09945820537108
23751766,-2.99129829183986
23751768,-3.32662083247454
23751770,-7.01412464269161
23751772,-3.29873949719826
23751774,-3.60020638826562
23751776,-3.24972560739208
23751778,-2.99105363769437
23751780,-3.13861956098199
23751782,-3.38406814072109
23751784,-6.54639720916748
23751786,-4.86659812656558
23751788,-2.93607101147538
23751790,-3.38090959251903
23751794,-7.68824613894425
