"comid","logq_hz_vertical_m_div_s_fill"
23101836,-7.44369749923271
23101838,-7.7281583934635
23101840,-5.80871669918148
23101842,-8.26767826080322
23101844,-8.66802024841309
23101846,-8.74472749489669
23101848,-7.34969247686806
23101850,-8.74472749489669
23101852,-7.59176003468815
23101854,-7.70774392864352
23101858,-7.57675412606319
23101860,-7.99747514724731
23101862,-7.0329202658555
23101864,-7.58838029403677
23101866,-7.72584215073632
23101868,-7.56223583221436
23101870,-7.44977164694491
23101872,-7.15395736694336
23101874,-8.07418632507324
23101878,-7.88163566589355
23101880,-8.30068969726562
23101882,-7.27002571430044
23101886,-7.94309514866353
23101888,-7.32148162095989
23101890,-7.18442225167573
23101892,-7.24872089601666
23101894,-7.52432881167557
23101896,-7.64206515299955
23101898,-7.00788851221305
23101900,-7.43062609038495
23101902,-7.28567024025477
23101904,-8.72124639904717
23101906,-7.32513885926219
23101908,-8.12629699707031
23101910,-8.16749108729376
23101914,-6.56408309936523
23101916,-7.3269790928711
23101918,-7.07058107428571
23101930,-6.38944629468291
23101932,-7.54211810326601
23101934,-10
23101936,-7.6903698325741
23101938,-6.97510385513306
23101940,-5.58838011150757
23101942,-5.78736007925512
23101944,-8.05551732784983
23101946,-6.88572270343841
23101948,-7.46852108295774
23101950,-5.97972160588807
23101952,-8.46852108295774
23101954,-7.59176003468815
23101956,-9.09691001300806
23101958,-7.29670862188134
23101960,-7.56066730616974
23101962,-7.71444269099223
23101964,-7.96257350205938
23101966,-8.0087739243075
23101968,-7.35457773065091
23101970,-7.65722894668579
23101972,-7.82973828460504
23101974,-6.44635966376865
23101976,-6.97102229479122
23101978,-7.78917551040649
23101980,-8.09951496124268
23101982,-7.70996538863748
23101984,-6.95947265625
23101986,-7.88103199005127
23101988,-8.61456108093262
23101990,-8.6673526763916
23101992,-8.4089353929735
23101994,-7.62013292312622
23101996,-6.90378093719482
23101998,-8.07572071393812
23102000,-6.81542851322114
23102002,-7.1890957193313
23102004,-6.88797664642334
23102008,-7.45222529461218
23102010,-7.06600683616876
23102016,-7.32989311218262
23102018,-8.79588001734407
23102024,-5.75937587981274
23102026,-7.6345120151091
23102030,-6.60824203491211
23102032,-9.15490195998574
23102034,-7.74761343002319
23102036,-8.15605354309082
23102038,-6.81701803207397
23102040,-6.76481529358838
23102042,-7.40782324260413
23102044,-5.76040024811496
23102046,-7.40560744962457
23102048,-7.42712839779952
23102050,-7.99567862621736
23102052,-7.3829996588791
23102054,-7.87614835903291
23102056,-6.48865148450979
23102058,-7.90308998699194
23102060,-7.84771165561694
23102062,-7.50307035192678
23102064,-5.36339108188967
23102066,-8.27572413039921
23102068,-6.75995022788735
23102070,-6.82915179635669
23102074,-7.25258819211358
23102078,-6.90232776653856
23102088,-6.66254562161984
23102090,-5.42570609172404
23102092,-7.18054342269897
23102094,-7.35457773065091
23102096,-7.47755576649368
23102098,-4.98187895442854
23102102,-5.9522190752588
23102104,-7.24872089601666
23102106,-7.71444269099223
23102108,-7.18455362319946
23102110,-6.8723880999163
23102112,-7.00921730819686
23102114,-7.61062431335449
23102116,-6.80431850431573
23102118,-7.33724216831843
23102124,-5.97028240079086
23102126,-7.14266750356873
23102128,-7.55129368009492
23102130,-8.61978875828839
23102134,-7.03621217265444
23102140,-5.8333627057682
23102142,-7.82390874094432
23102144,-7.28903688100472
23102146,-7.19111413264019
23102148,-8.18708664335714
23102150,-6.90135627418294
23102152,-5.1281893514834
23102154,-8.13076828026902
23102156,-7.1331221856625
23102158,-8.92081875395237
23102168,-7.42021640338319
23102170,-7.93930215964639
23102172,-7.1249387366083
23102174,-6.96979776870033
23102176,-6.80686382797695
23102178,-6.77217292785645
23102180,-6.76740440906324
23102182,-7.62160209905186
23102188,-7.27327279097343
23102190,-7.42250820016277
23102192,-7.45345733652187
23102198,-6.75804871672513
23102202,-6.66707525588358
23102204,-5.19867588330792
23102206,-7.18976748200492
23102208,-6.75878610173721
23102210,-6.85221128138784
23102212,-5.98221564690332
23102214,-7.21467016498923
23102224,-9.47818660736084
23102226,-7.21968268785985
23102232,-8.54701232910156
23102234,-6.74910131426414
23102236,-6.77806440017199
23102238,-8.74049282073975
23102240,-6.64795461846528
23102242,-6.79858159602825
23102244,-7.2572748686953
23102248,-7.78120422363281
23102250,-7.30627305107635
23102252,-7.27002571430044
23102254,-7.03385826726097
23102258,-6.7440042732776
23102260,-8.32790214206428
23102268,-8.33940124511719
23102270,-8.25963731050576
23102272,-6.86327943284359
23102274,-8.04095860767891
23102276,-6.09761631556753
23102278,-6.50113831100712
23102280,-4.67678480069657
23102282,-6.5070999888913
23102284,-8.19382002601611
23102286,-6.1291865760844
23102290,-7.33161408331
23102292,-5.95431709289551
23102294,-5.77728352885242
23102296,-6.02657461166382
23102298,-7.06396293640137
23102302,-9.39514446258545
23102306,-6.16020781555467
23102308,-7.47625353318844
23102312,-7.08354605145007
23102314,-7.29328221766324
23102318,-6.74545192289103
23102320,-8.65706634521484
23102322,-8.77677059173584
23102324,-7.21535110473633
23102328,-7.65955588515988
23102330,-6.67328142685855
23102334,-6.07987667370928
23102336,-4.82149060629166
23102338,-6.17035865783691
23102340,-6.91853857040405
23102342,-8.22184874961636
23102344,-6.62196567754267
23102346,-4.87893697369028
23102350,-5.52021062160189
23102352,-9.32306480407715
23102354,-7.3045183235098
23102356,-8.63827216398241
23102360,-7.79317412396815
23102362,-7.27164621797877
23102364,-5.03498741264881
23102366,-8.17096900939941
23102368,-7.4907974776689
23102370,-6.79398412323666
23102372,-8.79588001734407
23102374,-4.38121325437255
23102376,-4.21916882569
23102378,-7.61261017366127
23102380,-8.62376403808594
23102382,-8.18560028076172
23102384,-7.24184537803261
23102386,-5.0195439351976
23102388,-7.22914798835786
23102390,-7.21749544143677
23102394,-6.87647501905727
23102396,-6.80382381496003
23102398,-7.04431224968649
23102400,-6.54576510425173
23102404,-7.60906489289662
23102406,-7.51286162452281
23102408,-8.57240772247314
23102410,-6.87876854485038
23102412,-6.88605664769316
23102414,-7.19314197048118
23102416,-7.33913452199613
23102418,-7.44490555142168
23102420,-9.14706993103027
23102422,-7.78098583221436
23102424,-6.19354867675274
23102426,-7.7594507517174
23102428,-7.70774392864352
23102430,-7.53165266958784
23102432,-7.19111413264019
23102434,-6.75699311914662
23102438,-7.93554201077308
23102440,-8.43179827593301
23102444,-6.7440042732776
23102446,-7.79895782470703
23102448,-8.23803520202637
23102450,-7.33535802444387
23102452,-7.51004152057517
23102454,-5.36797436939455
23102456,-6.93255715722362
23102460,-9.12481117248535
23102464,-6.96018944585165
23102466,-7.91042566299438
23102470,-6.95624487303132
23102472,-6.23276990188928
23102476,-7.07779372256098
23102478,-7.34008379993015
23102480,-8.72124639904717
23102482,-7.37059040089728
23102484,-8.5697774887085
23102486,-7.69250396208679
23102488,-7.1605219526258
23102494,-6.79048498545737
23102496,-7.47625353318844
23102500,-7.37571790416433
23102502,-7.26680273489343
23102504,-7.34582345812204
23102506,-7.73754891026957
23102508,-7.27736607746619
23102510,-6.5562677585984
23102512,-7.78781239559604
23102514,-7.56066730616974
23102516,-7.27779960632324
23102518,-7.3009033203125
23102520,-7.01727661233145
23102522,-7.73754891026957
23102524,-6.99567862621736
23102526,-7.59345981956604
23102528,-7.24949160514865
23102530,-7.37263414340727
23102532,-7.55595520408192
23102534,-8.82258987426758
23102536,-6.72356796264648
23102538,-6.90993022918701
23102540,-7.43889861635094
23102542,-6.19688444510997
23102544,-7.44977164694491
23102546,-6.93181413825384
23102548,-7.5654310959658
23102550,-6.64752401801482
23102558,-8.26033020019531
23102560,-7.33973836898804
23102562,-7.56224943717961
23102566,-7.76185178756714
23102568,-9.30336284637451
23102570,-6.4834646261042
23102572,-8.50200462341309
23102574,-7.33535802444387
23102576,-7.68824613894425
23102580,-6.84163750790475
23102582,-5.01852265710258
23102584,-7.67366413907125
23102586,-6.83432425319659
23102588,-8.06048074738138
23102592,-7.0762380391713
23102594,-6.64073383539325
23102596,-7.12667179107666
23102598,-6.77780395369828
23102600,-6.76096097644293
23102602,-6.91613919913343
23102606,-6.86268230333905
23102608,-6.03699537360698
23102610,-8.93271446228027
23102612,-6.61101121487529
23102614,-7.16941133131486
23102616,-6.9035636023019
23102618,-6.86845625265433
23102620,-6.61189879842948
23102622,-7.60259389877319
23102624,-7.45772314071655
23102626,-7.00480370840282
23102628,-6.46243274284732
23102630,-7.26121944151563
23102632,-8.02227639471115
23102634,-7.44855000202713
23102636,-7.1180450286604
23102644,-8.15490195998574
23102646,-7.05109823902979
23102648,-8.05225276947021
23102650,-6.87760155578944
23102654,-7.27327279097343
23102656,-7.80410034759077
23102660,-6.94263286288923
23102662,-6.65856547542186
23102664,-7.75696195131371
23102666,-7.29413628771608
23102670,-7.56863623584101
23102672,-6.70177109705559
23102676,-9.30102999566398
23102680,-7.01882891479336
23102684,-7.51286162452281
23102686,-7.46470587995723
23102688,-7.80966830182971
23102690,-7.5654310959658
23102696,-8.6004638671875
23102700,-6.92342432932908
23102706,-7.38505840301514
23102708,-8.04575749056067
23102710,-5.51256679360894
23102712,-4.8874606404783
23102716,-8.11350927482752
23102720,-7.00524305541237
23102722,-6.81502480930174
23102724,-8.07986545562744
23102728,-7.40782324260413
23102730,-7.51712641639125
23102732,-7.14996674231023
23102734,-4.73145064101167
23102736,-7.03151705144607
23102738,-6.82333006733185
23102740,-8.46852108295774
23102742,-8.20065945054642
23102746,-7.24184537803261
23102748,-9.07808589935303
23102750,-6.92829989715882
23102752,-6.18701983396052
23102754,-8.10790539730952
23102756,-7.15490195998574
23102758,-8.46852108295774
23102762,-7.57186520597121
23102764,-5.00786669324837
23102768,-8.19484329223633
23102770,-4.10168008041523
23102772,-7.15926676538819
23102774,-6.95956795045039
23102776,-8.61978875828839
23102782,-7.77234935760498
23102784,-7.45099673797421
23102786,-4.00550940593972
23102788,-5.0469845555299
23102792,-5.22317086785179
23102794,-6.29499204066666
23102796,-7.51144928349956
23102798,-6.35654732351381
23102800,-7.71219827006977
23102804,-7.04963514562388
23102806,-7.54515513999149
23102808,-6.90726106768897
23102810,-4.78695151561779
23102812,-4.88731719730822
23102816,-4.59394153816912
23102818,-5.62767332828658
23102820,-5.27089388974471
23102824,-3.57375544754034
23102826,-4.83437780666815
23102828,-7.68859195709229
23102830,-4.96245462538292
23102832,-7.80134291304558
23102834,-7.80134291304558
23102836,-5.03043249778526
23102838,-8.18745136260986
23102840,-7.7821192741394
23102842,-8.45593195564972
23102846,-7.30539480106643
23102848,-4.7797478301791
23102852,-6.21374560421022
23102854,-7.47495519296315
23102856,-8.36198806762695
23102858,-7.16494389827988
23102862,-7.76447155309245
23102864,-7.74714696902011
23102866,-6.92919969558716
23102868,-7.67366413907125
23102870,-7.24033215531037
23102872,-7.44823837280273
23102874,-7.3121075630188
23102876,-6.7851561519523
23102878,-4.82010035401986
23102880,-6.42193411616391
23102884,-7.33348201944512
23102886,-7.70553377383841
23102888,-7.55129368009492
23102890,-6.70289634985074
23102892,-6.72769415559791
23102896,-7.80573034286499
23102898,-8.10790539730952
23102900,-7.47366072261016
23102902,-8.55284196865778
23102904,-7.91364016932525
23102908,-6.85823676972421
23102910,-5.43350795120771
23102912,-7.57186520597121
23102914,-7.30891850787703
23102916,-7.52143350440616
23102918,-7.95078197732982
23102920,-7.73048705578208
23102924,-7.26280735729526
23102926,-6.85980632142137
23102928,-8.13264656066895
23102930,-6.786871954275
23102934,-4.91498211695251
23102936,-5.70929024589803
23102940,-4.63734203636684
23102942,-4.89682783180705
23102950,-7.35359627377693
23102952,-7.07007043991541
23102954,-7.46344155742847
23102958,-7.39902710431325
23102960,-7.44129142946683
23102962,-4.80986161810508
23102970,-6.85806687533314
23102974,-5.84193309978475
23102976,-7.06499684854635
23102978,-7.44977164694491
23102980,-6.61834351741421
23102982,-8.14266750356873
23102984,-8.48082447052002
23102986,-6.71309464702763
23102994,-7.75847482681274
23102996,-8.21421813964844
23102998,-8.08813571929932
23103002,-8.38721614328026
23103004,-7.69408226013184
23103006,-7.00946311214013
23103008,-3.66191567272039
23103010,-7.60032627851896
23103012,-8.36699295043945
23103014,-4.78278394886193
23103016,-6.86518562967954
23103020,-7.50107097625732
23103022,-7.79983329772949
23103024,-7.38090666937326
23103026,-4.22331194568009
23103028,-4.79940878019129
23103030,-5.17368599574136
23103032,-7.58838029403677
23103034,-8.20065945054642
23103036,-7.90342330932617
23103038,-8.26436901092529
23103040,-7.5654310959658
23103042,-7.52645921707153
23103046,-8.55963706970215
23103048,-8.3767507096021
23103050,-8.48444843292236
23103052,-8.75066757202148
23103054,-7.76653814315796
23103056,-7.52576351165771
23103058,-7.63827216398241
23103060,-7.81238794326782
23103062,-7.50307035192678
23103064,-10
23103066,-4.79263328160104
23103068,-5.26820294773135
23103070,-6.84557602688535
23103072,-7.01682492796219
23103074,-4.92346993602054
23103076,-6.44129142946683
23103078,-7.46597389394386
23103080,-7.95467702121334
23103082,-5.07884928369364
23103084,-7.80966830182971
23103086,-7.06803388527183
23103088,-5.01966981401447
23103090,-7.25552892684937
23103094,-7.2335871528876
23103096,-7.30980391997149
23103098,-6.94385773794095
23103102,-3.96638419541815
23103106,-7.85078088734462
23103110,-7.44249279809434
23103112,-4.80010183958284
23103114,-6.3088300658684
23103116,-4.96660911965406
23103118,-4.92567768747389
23103122,-7.77872467041016
23103124,-7.70114692359029
23103126,-6.66114525374768
23103128,-5.00953455458528
23103130,-6.32956859063939
23103132,-4.36445056445928
23103134,-5.70932989921396
23103136,-6.67654163315053
23103144,-4.3135521686147
23103146,-7.13018179202067
23103148,-7.02136305161553
23103150,-7.55752023093555
23103152,-8.77502727508545
23103154,-6.05838919784637
23103156,-7.61261017366127
23103158,-7.51286162452281
23103160,-4.51468105887086
23103162,-4.61330574758903
23103164,-7.48545224733971
23103166,-7.37571790416433
23103168,-7.07572071393812
23103170,-8.11373138427734
23103174,-8.06550154875643
23103178,-7.25649023527157
23103180,-7.99567862621736
23103188,-7.55284196865778
23103190,-7.27490547891853
23103192,-8.42021640338319
